bill	striker	title	origin	second_chamber_amended	veto_date	chamber	roll	date	tally	divided_rolls	later_kept	version	disposition	reason
HB2867		Antisemitism; public schools; prohibition; penalties	H	yes	2025-06-10	senate	1580309	2025-05-28	16-12	1	0	vetoed_text	dropped	Antisemitism in Education Act bars schools and universities teaching antisemitism, with discipline and civil liability; protecting students against restricting instruction, two directions inside civil_rights
HB2868	SE	Discrimination; policies; preferential treatment	H	yes	2025-05-13	house	1567286	2025-05-07	33-25	2	0	earlier_draft	not-selected	filter 4: this chamber voted an earlier draft. The other chamber amended the bill, and Arizona publishes no member list for the vote on the final text
HB2868	SE	Discrimination; policies; preferential treatment	H	yes	2025-05-13	senate	1566377	2025-05-06	17-11	1	0	vetoed_text	batch-03	imported
HB2895		Task order contracts; website; posting	H	yes	2025-05-13	house	1567985	2025-05-07	34-23	2	0	earlier_draft	not-selected	filter 4: this chamber voted an earlier draft. The other chamber amended the bill, and Arizona publishes no member list for the vote on the final text
HB2895		Task order contracts; website; posting	H	yes	2025-05-13	senate	1566821	2025-05-06	17-11	1	0	vetoed_text	batch-04	imported
HB2906		Financial technology; digital assets program	H	no	2025-04-18	senate	1550101	2025-04-16	17-12	1	0	vetoed_text	dropped	renames the regulatory sandbox to cover digital assets; administrative, and the crypto shape
HB2920		Qualifying tax rate; tax bill	H	no	2025-04-18	house	1500380	2025-02-26	32-27	1	0	vetoed_text	dropped	property tax bills must print the qualifying rate separately; a disclosure format change, matching the HB 2515 drop
HB2920		Qualifying tax rate; tax bill	H	no	2025-04-18	senate	1549976	2025-04-16	17-12	1	0	vetoed_text	dropped	property tax bills must print the qualifying rate separately; a disclosure format change, matching the HB 2515 drop
HB2927		Public meetings; records; requirements; penalties	H	yes	2025-05-13	house	1567403	2025-05-07	39-18	2	0	earlier_draft	not-selected	filter 4: this chamber voted an earlier draft. The other chamber amended the bill, and Arizona publishes no member list for the vote on the final text
HB2927		Public meetings; records; requirements; penalties	H	yes	2025-05-13	senate	1549706	2025-04-16	17-13	1	0	vetoed_text	dropped	puts minutes online within three days but also relaxes executive session notice; opposite directions inside transparency
HB2947		General appropriations act; 2025-2026	H	no	2025-06-25	senate	1595238	2025-06-25	16-11	1	0	vetoed_text	dropped	appropriations: one of the two vetoed 2025-2026 budget packages, excluded by the standing rule without a read
HB2948		Amusements; 2025-2026	H	no	2025-06-25	senate	1595295	2025-06-25	16-11	1	0	vetoed_text	dropped	appropriations: one of the two vetoed 2025-2026 budget packages, excluded by the standing rule without a read
HB2949		Capital outlay; appropriations; 2025-2026	H	no	2025-06-25	senate	1595237	2025-06-25	16-11	1	0	vetoed_text	dropped	appropriations: one of the two vetoed 2025-2026 budget packages, excluded by the standing rule without a read
HB2950		Commerce; 2025-2026	H	no	2025-06-25	senate	1595309	2025-06-25	16-11	1	0	vetoed_text	dropped	appropriations: one of the two vetoed 2025-2026 budget packages, excluded by the standing rule without a read
HB2951		Criminal justice; 2025-2026	H	no	2025-06-25	senate	1595268	2025-06-25	16-11	1	0	vetoed_text	dropped	appropriations: one of the two vetoed 2025-2026 budget packages, excluded by the standing rule without a read
HB2952		Environment; 2025-2026	H	no	2025-06-25	senate	1595302	2025-06-25	16-11	1	0	vetoed_text	dropped	appropriations: one of the two vetoed 2025-2026 budget packages, excluded by the standing rule without a read
HB2953		Health care; 2025-2026	H	no	2025-06-25	senate	1595270	2025-06-25	16-11	1	0	vetoed_text	dropped	appropriations: one of the two vetoed 2025-2026 budget packages, excluded by the standing rule without a read
HB2954		Higher education; 2025-2026	H	no	2025-06-25	senate	1595271	2025-06-25	16-11	1	0	vetoed_text	dropped	appropriations: one of the two vetoed 2025-2026 budget packages, excluded by the standing rule without a read
HB2955		Human services; 2025-2026	H	no	2025-06-25	senate	1595272	2025-06-25	16-11	1	0	vetoed_text	dropped	appropriations: one of the two vetoed 2025-2026 budget packages, excluded by the standing rule without a read
HB2956		K-12 education; 2025-2026	H	no	2025-06-25	senate	1595283	2025-06-25	16-11	1	0	vetoed_text	dropped	appropriations: one of the two vetoed 2025-2026 budget packages, excluded by the standing rule without a read
HB2957		Local government; 2025-2026	H	no	2025-06-25	senate	1595305	2025-06-25	16-11	1	0	vetoed_text	dropped	appropriations: one of the two vetoed 2025-2026 budget packages, excluded by the standing rule without a read
HB2958		State buildings; management; 2025-2026	H	no	2025-06-25	senate	1595303	2025-06-25	16-11	1	0	vetoed_text	dropped	appropriations: one of the two vetoed 2025-2026 budget packages, excluded by the standing rule without a read
HB2959		Revenue; 2025-2026	H	no	2025-06-25	senate	1595317	2025-06-25	16-11	1	0	vetoed_text	dropped	appropriations: one of the two vetoed 2025-2026 budget packages, excluded by the standing rule without a read
HB2960		State budget implementation; 2025-2026	H	no	2025-06-25	senate	1595310	2025-06-25	16-11	1	0	vetoed_text	dropped	appropriations: one of the two vetoed 2025-2026 budget packages, excluded by the standing rule without a read
HB2961		Taxation; omnibus; 2025-2026	H	no	2025-06-25	senate	1595285	2025-06-25	16-11	1	0	vetoed_text	dropped	appropriations: one of the two vetoed 2025-2026 budget packages, excluded by the standing rule without a read
HB2962		General appropriations; FY2026	H	no	2025-06-25	house	1594525	2025-06-24	31-25	1	0	vetoed_text	dropped	appropriations: one of the two vetoed 2025-2026 budget packages, excluded by the standing rule without a read
HB2962		General appropriations; FY2026	H	no	2025-06-25	senate	1595308	2025-06-25	16-11	1	0	vetoed_text	dropped	appropriations: one of the two vetoed 2025-2026 budget packages, excluded by the standing rule without a read
HB2963		Amusements; FY2026	H	no	2025-06-25	house	1594735	2025-06-24	31-25	1	0	vetoed_text	dropped	appropriations: one of the two vetoed 2025-2026 budget packages, excluded by the standing rule without a read
HB2963		Amusements; FY2026	H	no	2025-06-25	senate	1595297	2025-06-25	16-11	1	0	vetoed_text	dropped	appropriations: one of the two vetoed 2025-2026 budget packages, excluded by the standing rule without a read
HB2964		Capital outlay; appropriations; FY2026	H	no	2025-06-25	house	1594731	2025-06-24	31-25	1	0	vetoed_text	dropped	appropriations: one of the two vetoed 2025-2026 budget packages, excluded by the standing rule without a read
HB2964		Capital outlay; appropriations; FY2026	H	no	2025-06-25	senate	1595296	2025-06-25	16-11	1	0	vetoed_text	dropped	appropriations: one of the two vetoed 2025-2026 budget packages, excluded by the standing rule without a read
HB2965		Environment; FY2026	H	no	2025-06-25	house	1594736	2025-06-24	31-25	1	0	vetoed_text	dropped	appropriations: one of the two vetoed 2025-2026 budget packages, excluded by the standing rule without a read
HB2965		Environment; FY2026	H	no	2025-06-25	senate	1595314	2025-06-25	16-11	1	0	vetoed_text	dropped	appropriations: one of the two vetoed 2025-2026 budget packages, excluded by the standing rule without a read
HB2966		Health care; FY2026	H	no	2025-06-25	house	1594730	2025-06-24	31-25	1	0	vetoed_text	dropped	appropriations: one of the two vetoed 2025-2026 budget packages, excluded by the standing rule without a read
HB2966		Health care; FY2026	H	no	2025-06-25	senate	1595306	2025-06-25	16-11	1	0	vetoed_text	dropped	appropriations: one of the two vetoed 2025-2026 budget packages, excluded by the standing rule without a read
HB2967		Higher education; FY2026	H	no	2025-06-25	house	1594734	2025-06-24	31-25	1	0	vetoed_text	dropped	appropriations: one of the two vetoed 2025-2026 budget packages, excluded by the standing rule without a read
HB2967		Higher education; FY2026	H	no	2025-06-25	senate	1595307	2025-06-25	16-11	1	0	vetoed_text	dropped	appropriations: one of the two vetoed 2025-2026 budget packages, excluded by the standing rule without a read
HB2968		Human services; FY2026	H	no	2025-06-25	house	1594706	2025-06-24	31-25	1	0	vetoed_text	dropped	appropriations: one of the two vetoed 2025-2026 budget packages, excluded by the standing rule without a read
HB2968		Human services; FY2026	H	no	2025-06-25	senate	1595315	2025-06-25	16-11	1	0	vetoed_text	dropped	appropriations: one of the two vetoed 2025-2026 budget packages, excluded by the standing rule without a read
HB2969		K-12 education; FY2026	H	no	2025-06-25	house	1594732	2025-06-24	31-25	1	0	vetoed_text	dropped	appropriations: one of the two vetoed 2025-2026 budget packages, excluded by the standing rule without a read
HB2969		K-12 education; FY2026	H	no	2025-06-25	senate	1595291	2025-06-25	16-11	1	0	vetoed_text	dropped	appropriations: one of the two vetoed 2025-2026 budget packages, excluded by the standing rule without a read
HB2970		Local government; FY2026	H	no	2025-06-25	house	1594707	2025-06-24	31-25	1	0	vetoed_text	dropped	appropriations: one of the two vetoed 2025-2026 budget packages, excluded by the standing rule without a read
HB2970		Local government; FY2026	H	no	2025-06-25	senate	1595304	2025-06-25	16-11	1	0	vetoed_text	dropped	appropriations: one of the two vetoed 2025-2026 budget packages, excluded by the standing rule without a read
HB2971		State buildings; management; FY2026	H	no	2025-06-25	house	1594708	2025-06-24	31-25	1	0	vetoed_text	dropped	appropriations: one of the two vetoed 2025-2026 budget packages, excluded by the standing rule without a read
HB2971		State buildings; management; FY2026	H	no	2025-06-25	senate	1595311	2025-06-25	16-11	1	0	vetoed_text	dropped	appropriations: one of the two vetoed 2025-2026 budget packages, excluded by the standing rule without a read
HB2972		Revenue; FY2026	H	no	2025-06-25	house	1594733	2025-06-24	31-25	1	0	vetoed_text	dropped	appropriations: one of the two vetoed 2025-2026 budget packages, excluded by the standing rule without a read
HB2972		Revenue; FY2026	H	no	2025-06-25	senate	1595299	2025-06-25	16-11	1	0	vetoed_text	dropped	appropriations: one of the two vetoed 2025-2026 budget packages, excluded by the standing rule without a read
HB2973		State budget implementation; FY2026	H	no	2025-06-25	house	1594710	2025-06-24	31-25	1	0	vetoed_text	dropped	appropriations: one of the two vetoed 2025-2026 budget packages, excluded by the standing rule without a read
HB2973		State budget implementation; FY2026	H	no	2025-06-25	senate	1595300	2025-06-25	16-11	1	0	vetoed_text	dropped	appropriations: one of the two vetoed 2025-2026 budget packages, excluded by the standing rule without a read
HB2974		Transportation; FY2026	H	no	2025-06-25	house	1594709	2025-06-24	31-25	1	0	vetoed_text	dropped	appropriations: one of the two vetoed 2025-2026 budget packages, excluded by the standing rule without a read
HB2974		Transportation; FY2026	H	no	2025-06-25	senate	1595301	2025-06-25	16-11	1	0	vetoed_text	dropped	appropriations: one of the two vetoed 2025-2026 budget packages, excluded by the standing rule without a read
SB1001		Early ballots; identification; tabulation	S	no	2025-07-01	house	1594703	2025-06-24	31-25	2	0	vetoed_text	batch-03	imported
SB1002		Pronouns; biological sex; school policies	S	no	2025-05-12	house	1563639	2025-05-01	31-27	1	0	vetoed_text	batch-03	imported
SB1002		Pronouns; biological sex; school policies	S	no	2025-05-12	senate	1495006	2025-02-20	17-12	1	0	vetoed_text	batch-03	imported
SB1003		Public schools; restrooms; reasonable accommodations	S	no	2025-05-12	house	1563691	2025-05-01	31-27	1	0	vetoed_text	batch-03	imported
SB1003		Public schools; restrooms; reasonable accommodations	S	no	2025-05-12	senate	1486522	2025-02-11	17-9	1	0	vetoed_text	batch-03	imported
SB1014		Prohibited weapons; muffling device; repeal	S	no	2025-05-12	house	1563579	2025-05-01	31-25	1	0	vetoed_text	batch-03	imported
SB1014		Prohibited weapons; muffling device; repeal	S	no	2025-05-12	senate	1501563	2025-02-27	17-11	1	0	vetoed_text	batch-03	imported
SB1019		Photo enforcement systems; prohibition	S	no	2025-07-01	house	1594680	2025-06-24	34-22	1	0	vetoed_text	batch-04	imported
SB1019		Photo enforcement systems; prohibition	S	no	2025-07-01	senate	1495101	2025-02-20	16-13	1	0	vetoed_text	batch-04	imported
SB1020		Disruption; educational institution; concealed weapon	S	no	2025-05-12	house	1563544	2025-05-01	31-27	1	0	vetoed_text	batch-03	imported
SB1020		Disruption; educational institution; concealed weapon	S	no	2025-05-12	senate	1501577	2025-02-27	17-11	1	0	vetoed_text	batch-03	imported
SB1024		State agencies; payments; cryptocurrency	S	no	2025-05-12	house	1565014	2025-05-05	31-26	2	0	vetoed_text	dropped	lets state agencies take cryptocurrency for payments; the Ohio HB 116 crypto shape
SB1024		State agencies; payments; cryptocurrency	S	no	2025-05-12	senate	1501485	2025-02-27	17-11	1	0	vetoed_text	dropped	lets state agencies take cryptocurrency for payments; the Ohio HB 116 crypto shape
SB1025		Public monies; investment; virtual currency	S	no	2025-05-02	house	1559094	2025-04-28	31-25	1	0	vetoed_text	dropped	lets the treasurer put up to 10 percent of public money into virtual currency; the crypto shape again
SB1025		Public monies; investment; virtual currency	S	no	2025-05-02	senate	1501504	2025-02-27	17-11	1	0	vetoed_text	dropped	lets the treasurer put up to 10 percent of public money into virtual currency; the crypto shape again
SB1027		Critical telecommunications infrastructure; construction require	S	yes	2025-04-18	house	1543523	2025-04-10	32-26	1	0	vetoed_text	dropped	rips out telecom equipment from countries of concern; matches the other foreign-adversary drops
SB1027		Critical telecommunications infrastructure; construction require	S	yes	2025-04-18	senate	1548946	2025-04-15	17-13	2	0	earlier_draft	not-selected	filter 4: this chamber voted an earlier draft. The other chamber amended the bill, and Arizona publishes no member list for the vote on the final text
SB1036		Public resources; influencing elections; penalties	S	yes	2025-05-13	house	1563724	2025-05-01	31-27	1	0	vetoed_text	batch-04	imported
SB1036		Public resources; influencing elections; penalties	S	yes	2025-05-13	senate	1567369	2025-05-07	17-9	2	0	earlier_draft	not-selected	filter 4: this chamber voted an earlier draft. The other chamber amended the bill, and Arizona publishes no member list for the vote on the final text
SB1050		GPLET; notice; abatement period	S	no	2025-04-07	house	1530894	2025-03-31	31-25	1	0	vetoed_text	dropped	posts government property lease tax deals online and also bars abating school district revenue; disclosure and a tax change in one act
SB1050		GPLET; notice; abatement period	S	no	2025-04-07	senate	1499798	2025-02-26	17-11	1	0	vetoed_text	dropped	posts government property lease tax deals online and also bars abating school district revenue; disclosure and a tax change in one act
SB1052		Voter registration; temporary absence	S	no	2025-05-12	house	1564990	2025-05-05	32-25	1	0	vetoed_text	batch-03	imported
SB1052		Voter registration; temporary absence	S	no	2025-05-12	senate	1500046	2025-02-26	17-11	1	0	vetoed_text	batch-03	imported
SB1064		Voting; equipment; internet; custody; violation	S	no	2025-05-12	house	1564920	2025-05-05	32-25	1	0	vetoed_text	batch-03	imported
SB1064		Voting; equipment; internet; custody; violation	S	no	2025-05-12	senate	1499978	2025-02-26	17-11	1	0	vetoed_text	batch-03	imported
SB1066		Foreign entities; land; legislative approval	S	no	2025-04-18	house	1549110	2025-04-15	31-21	1	0	vetoed_text	dropped	bars selling land to a hostile foreign entity; matches the SB 1082 and HB 2542 foreign-adversary drops
SB1066		Foreign entities; land; legislative approval	S	no	2025-04-18	senate	1497759	2025-02-24	17-13	1	0	vetoed_text	dropped	bars selling land to a hostile foreign entity; matches the SB 1082 and HB 2542 foreign-adversary drops
SB1071		SNAP; TANF; public welfare; verification	S	yes	2025-04-18	house	1530896	2025-03-31	31-25	1	0	vetoed_text	batch-04	imported
SB1071		SNAP; TANF; public welfare; verification	S	yes	2025-04-18	senate	1548591	2025-04-15	17-13	2	0	earlier_draft	not-selected	filter 4: this chamber voted an earlier draft. The other chamber amended the bill, and Arizona publishes no member list for the vote on the final text
SB1072		Medical boards; complaints; time limit	S	no	2025-04-18	house	1548585	2025-04-15	32-21	1	0	vetoed_text	dropped	medical boards must close a complaint unrelated to public safety within a year; due process for doctors against weaker oversight
SB1072		Medical boards; complaints; time limit	S	no	2025-04-18	senate	1478760	2025-02-03	20-10	1	0	vetoed_text	dropped	medical boards must close a complaint unrelated to public safety within a year; due process for doctors against weaker oversight
SB1086		Transportation system performance; ADOT	S	no	2025-05-02	house	1558983	2025-04-28	32-24	1	0	vetoed_text	dropped	transport planning performance factors and weights; technical
SB1086		Transportation system performance; ADOT	S	no	2025-05-02	senate	1517211	2025-03-13	17-11	1	0	vetoed_text	dropped	transport planning performance factors and weights; technical
SB1087		Residential contractor assessments; recovery fund	S	no	2025-04-18	house	1549048	2025-04-15	32-20	1	0	vetoed_text	dropped	halves contractor recovery fund assessments above a balance; fee mechanics
SB1087		Residential contractor assessments; recovery fund	S	no	2025-04-18	senate	1497637	2025-02-24	16-14	1	0	vetoed_text	dropped	halves contractor recovery fund assessments above a balance; fee mechanics
SB1088	SE	Government; compliance; immigration; deportation	S	no	2025-05-12	house	1564528	2025-05-01	31-27	1	0	vetoed_text	batch-03	imported
SB1088	SE	Government; compliance; immigration; deportation	S	no	2025-05-12	senate	1505951	2025-03-05	17-12	1	0	vetoed_text	batch-03	imported
SB1089		ADOT; report; construction projects; bidders	S	no	2025-05-02	house	1549878	2025-04-16	33-25	1	0	vetoed_text	batch-04	imported
SB1089		ADOT; report; construction projects; bidders	S	no	2025-05-02	senate	1517526	2025-03-13	17-11	1	0	vetoed_text	batch-04	imported
SB1091		School districts; bonds; overrides; ballots	S	no	2025-05-12	house	1564986	2025-05-05	32-25	1	0	vetoed_text	dropped	school bond and override ballots would print the tax cut if voters say no; voter information against a thumb on the scale, and the direction rests on inferring voter behavior
SB1091		School districts; bonds; overrides; ballots	S	no	2025-05-12	senate	1500081	2025-02-26	17-12	1	0	vetoed_text	dropped	school bond and override ballots would print the tax cut if voters say no; voter information against a thumb on the scale, and the direction rests on inferring voter behavior
SB1094		Business; discrimination prohibition; social criteria	S	no	2025-05-12	house	1563782	2025-05-01	31-27	1	0	vetoed_text	dropped	bars banks and insurers weighing political affiliation or environmental and social scores; anti-discrimination against limiting a company's own risk assessment
SB1094		Business; discrimination prohibition; social criteria	S	no	2025-05-12	senate	1494996	2025-02-20	17-12	1	0	vetoed_text	dropped	bars banks and insurers weighing political affiliation or environmental and social scores; anti-discrimination against limiting a company's own risk assessment
SB1095		Central bank digital currency; ban	S	no	2025-05-12	house	1565117	2025-05-05	32-25	1	0	vetoed_text	dropped	bans central bank digital currency as legal tender; monetary policy with no research area
SB1095		Central bank digital currency; ban	S	no	2025-05-12	senate	1503693	2025-03-03	17-12	1	0	vetoed_text	dropped	bans central bank digital currency as legal tender; monetary policy with no research area
SB1097		Elections; voting centers; polling places	S	no	2025-05-13	house	1566387	2025-05-06	31-23	1	0	vetoed_text	batch-03	imported
SB1097		Elections; voting centers; polling places	S	no	2025-05-13	senate	1506405	2025-03-05	17-12	1	0	vetoed_text	batch-03	imported
SB1098		Early ballot drop off; identification	S	no	2025-05-12	house	1565002	2025-05-05	32-25	1	0	vetoed_text	batch-03	imported
SB1098		Early ballot drop off; identification	S	no	2025-05-12	senate	1505995	2025-03-05	17-12	1	0	vetoed_text	batch-03	imported
SB1109		Designated countries; land ownership; prohibition	S	yes	2025-06-02	house	1567214	2025-05-07	41-17	1	0	vetoed_text	dropped	bars China holding Arizona land; matches the other foreign-adversary land drops
SB1109		Designated countries; land ownership; prohibition	S	yes	2025-06-02	senate	1580079	2025-05-28	17-11	2	0	earlier_draft	not-selected	filter 4: this chamber voted an earlier draft. The other chamber amended the bill, and Arizona publishes no member list for the vote on the final text
SB1116		Groundwater model; receipt; written findings	S	no	2025-05-12	house	1565287	2025-05-05	32-25	1	0	vetoed_text	dropped	notice and timing rules for alternative groundwater models; procedural
SB1116		Groundwater model; receipt; written findings	S	no	2025-05-12	senate	1500134	2025-02-26	18-11	1	0	vetoed_text	dropped	notice and timing rules for alternative groundwater models; procedural
SB1119		Residential utilities; consumer office; definition	S	no	2025-03-31	house	1526511	2025-03-25	37-21	1	0	vetoed_text	dropped	one-line definition of what representing ratepayers means; narrow
SB1119		Residential utilities; consumer office; definition	S	no	2025-03-31	senate	1499811	2025-02-26	17-12	1	0	vetoed_text	dropped	one-line definition of what representing ratepayers means; narrow
SB1123		Watermark; paper ballots	S	no	2025-04-18	house	1548881	2025-04-15	31-21	1	0	vetoed_text	batch-03	imported
SB1123		Watermark; paper ballots	S	no	2025-04-18	senate	1503358	2025-03-03	17-12	1	0	vetoed_text	batch-03	imported
SB1143		Firearms transactions; merchant codes; prohibition	S	no	2025-05-12	house	1565143	2025-05-05	32-25	1	0	vetoed_text	batch-03	imported
SB1143		Firearms transactions; merchant codes; prohibition	S	no	2025-05-12	senate	1506197	2025-03-05	17-12	1	0	vetoed_text	batch-03	imported
SB1164		Immigration laws; local enforcement	S	no	2025-04-18	house	1544215	2025-04-10	33-26	1	0	vetoed_text	batch-03	imported
SB1164		Immigration laws; local enforcement	S	no	2025-04-18	senate	1501761	2025-02-27	17-12	1	0	vetoed_text	batch-03	imported
SB1256		Diversity; equity; inclusion; training; prohibition	S	no	2025-05-02	house	1550159	2025-04-16	33-25	1	0	vetoed_text	batch-03	imported
SB1256		Diversity; equity; inclusion; training; prohibition	S	no	2025-05-02	senate	1495018	2025-02-20	17-12	1	0	vetoed_text	batch-03	imported
SB1268		Hospitals; patient immigration status; reporting	S	no	2025-05-12	house	1565150	2025-05-05	32-25	1	0	vetoed_text	batch-03	imported
SB1268		Hospitals; patient immigration status; reporting	S	no	2025-05-12	senate	1500188	2025-02-26	17-12	1	0	vetoed_text	batch-03	imported
SB1280		Cast vote record; public record	S	yes	2025-05-02	house	1549942	2025-04-16	33-25	1	0	vetoed_text	batch-03	imported
SB1280		Cast vote record; public record	S	yes	2025-05-02	senate	1560101	2025-04-29	16-12	2	0	earlier_draft	not-selected	filter 4: this chamber voted an earlier draft. The other chamber amended the bill, and Arizona publishes no member list for the vote on the final text
SB1296		Unemployment benefits; requirements; disqualifications; determin	S	yes	2025-05-02	house	1547246	2025-04-14	32-23	1	0	vetoed_text	batch-04	imported
SB1296		Unemployment benefits; requirements; disqualifications; determin	S	yes	2025-05-02	senate	1559976	2025-04-29	17-12	2	0	earlier_draft	not-selected	filter 4: this chamber voted an earlier draft. The other chamber amended the bill, and Arizona publishes no member list for the vote on the final text
SB1300	SE	San Simon Valley; groundwater; election	S	yes	2025-05-12	house	1565762	2025-05-06	31-23	1	0	vetoed_text	batch-04	imported
SB1300	SE	San Simon Valley; groundwater; election	S	yes	2025-05-12	senate	1567226	2025-05-07	17-9	2	0	earlier_draft	not-selected	filter 4: this chamber voted an earlier draft. The other chamber amended the bill, and Arizona publishes no member list for the vote on the final text
SB1309		Public utilities; electric grid improvements	S	yes	2025-04-18	house	1531167	2025-03-31	31-25	1	0	vetoed_text	dropped	a general reliability standard for grid changes; the direction cannot be read off the act the way it can from HB 2527
SB1309		Public utilities; electric grid improvements	S	yes	2025-04-18	senate	1548852	2025-04-15	17-13	2	0	earlier_draft	not-selected	filter 4: this chamber voted an earlier draft. The other chamber amended the bill, and Arizona publishes no member list for the vote on the final text
SB1310		False documents; recording; violations	S	no	2025-05-12	house	1565001	2025-05-05	34-23	1	0	vetoed_text	batch-04	imported
SB1310		False documents; recording; violations	S	no	2025-05-12	senate	1500284	2025-02-26	17-12	1	0	vetoed_text	batch-04	imported
SB1322		State broadband office; transfer; ADOA	S	no	2025-05-12	house	1565135	2025-05-05	33-24	1	0	vetoed_text	dropped	moves the state broadband office between agencies; administrative
SB1322		State broadband office; transfer; ADOA	S	no	2025-05-12	senate	1500202	2025-02-26	17-12	1	0	vetoed_text	dropped	moves the state broadband office between agencies; administrative
SB1373		Digital assets strategic reserve fund	S	yes	2025-05-12	house	1558978	2025-04-28	37-19	1	0	vetoed_text	dropped	digital assets strategic reserve fund; the crypto shape
SB1373		Digital assets strategic reserve fund	S	yes	2025-05-12	senate	1565556	2025-05-06	17-11	2	0	earlier_draft	not-selected	filter 4: this chamber voted an earlier draft. The other chamber amended the bill, and Arizona publishes no member list for the vote on the final text
SB1375		Voter registration rolls; internet access	S	yes	2025-05-02	house	1551339	2025-04-17	32-25	1	0	vetoed_text	dropped	puts voter rolls online for free download while adding hand counts; transparency against publishing voter data, two directions
SB1375		Voter registration rolls; internet access	S	yes	2025-05-02	senate	1560294	2025-04-29	17-12	2	0	earlier_draft	not-selected	filter 4: this chamber voted an earlier draft. The other chamber amended the bill, and Arizona publishes no member list for the vote on the final text
SB1435		Attorney discipline investigations; costs	S	no	2025-05-12	house	1564139	2025-05-01	31-27	1	0	vetoed_text	dropped	lets an attorney recover lost earnings and sue over reputation after winning a bar discipline case; narrow professional protection
SB1435		Attorney discipline investigations; costs	S	no	2025-05-12	senate	1500612	2025-02-26	17-11	1	0	vetoed_text	dropped	lets an attorney recover lost earnings and sue over reputation after winning a bar discipline case; narrow professional protection
SB1441		School districts; partisan elections	S	no	2025-04-18	house	1548700	2025-04-15	32-20	1	0	vetoed_text	dropped	makes school board elections partisan; voter information against politicising school boards, a contested direction
SB1441		School districts; partisan elections	S	no	2025-04-18	senate	1500294	2025-02-26	17-11	1	0	vetoed_text	dropped	makes school board elections partisan; voter information against politicising school boards, a contested direction
SB1443		Parental rights; compensatory damages	S	no	2025-05-02	house	1559090	2025-04-28	33-23	1	0	vetoed_text	dropped	minimum $2,500 damages per parents' bill of rights violation and a parental right over a child's mental health care; parental rights against a minor's own health autonomy
SB1443		Parental rights; compensatory damages	S	no	2025-05-02	senate	1500346	2025-02-26	17-11	1	0	vetoed_text	dropped	minimum $2,500 damages per parents' bill of rights violation and a parental right over a child's mental health care; parental rights against a minor's own health autonomy
SB1463		Initiatives; existing laws; impact statement	S	no	2025-05-12	house	1563885	2025-05-01	31-27	1	0	vetoed_text	dropped	initiative descriptions must list statutes the measure might conflict with; voter information against added friction, and narrow
SB1463		Initiatives; existing laws; impact statement	S	no	2025-05-12	senate	1500241	2025-02-26	17-11	1	0	vetoed_text	dropped	initiative descriptions must list statutes the measure might conflict with; voter information against added friction, and narrow
SB1464		Tax laws; interpretation; application; hearing	S	no	2025-05-02	house	1549901	2025-04-16	33-25	1	0	vetoed_text	dropped	revenue department must alert tax committees to a new interpretation that hurts taxpayers; narrow oversight
SB1464		Tax laws; interpretation; application; hearing	S	no	2025-05-02	senate	1500286	2025-02-26	17-11	1	0	vetoed_text	dropped	revenue department must alert tax committees to a new interpretation that hurts taxpayers; narrow oversight
SB1472		School district budgets; three years	S	no	2025-05-02	house	1559138	2025-04-28	32-24	1	0	vetoed_text	dropped	school districts must budget three years ahead with enrollment projections; administrative budgeting
SB1472		School district budgets; three years	S	no	2025-05-02	senate	1517089	2025-03-13	17-11	1	0	vetoed_text	dropped	school districts must budget three years ahead with enrollment projections; administrative budgeting
SB1501		Grid security; cybersecurity; reviews; commission	S	yes	2025-04-18	house	1531379	2025-03-31	31-25	1	0	vetoed_text	batch-04	imported
SB1501		Grid security; cybersecurity; reviews; commission	S	yes	2025-04-18	senate	1548995	2025-04-15	18-12	2	0	earlier_draft	not-selected	filter 4: this chamber voted an earlier draft. The other chamber amended the bill, and Arizona publishes no member list for the vote on the final text
SB1510		Budget unit; vacant positions; reporting	S	no	2025-05-02	house	1558905	2025-04-28	32-24	1	0	vetoed_text	dropped	forces budget units to cut posts vacant over 150 days; less waste against less capacity to deliver, both inside government_efficiency
SB1510		Budget unit; vacant positions; reporting	S	no	2025-05-02	senate	1517579	2025-03-13	18-9	1	0	vetoed_text	dropped	forces budget units to cut posts vacant over 150 days; less waste against less capacity to deliver, both inside government_efficiency
SB1514		Employer-employee arbitration; contract; disputes	S	yes	2025-06-27	house	1592452	2025-06-18	34-25	1	0	vetoed_text	batch-04	imported
SB1514		Employer-employee arbitration; contract; disputes	S	yes	2025-06-27	senate	1593257	2025-06-19	18-12	2	0	earlier_draft	not-selected	filter 4: this chamber voted an earlier draft. The other chamber amended the bill, and Arizona publishes no member list for the vote on the final text
SB1518		Subsequent AMAs; groundwater portability	S	no	2025-05-12	house	1565513	2025-05-05	32-25	1	0	vetoed_text	batch-04	imported
SB1518		Subsequent AMAs; groundwater portability	S	no	2025-05-12	senate	1504506	2025-03-04	16-11	1	0	vetoed_text	batch-04	imported
SB1534		Ballot measures; description; legislative council	S	no	2025-05-02	house	1550184	2025-04-16	33-25	1	0	vetoed_text	dropped	moves ballot measure title writing to legislative council; contested control of ballot language
SB1534		Ballot measures; description; legislative council	S	no	2025-05-02	senate	1506060	2025-03-05	17-12	1	0	vetoed_text	dropped	moves ballot measure title writing to legislative council; contested control of ballot language
