bill	chamber	roll_call_id	date	yea	nay	margin_pct	reach	same_day_peers	earlier_rolls	partial_veto	question	title	description	disposition	reason
HB1710	house	1661028	2026-03-11	57	39	68.4	87		1		House Final Passage as Amended by the Senate	Concerning compliance with the Washington voting rights act of 2018.	Concerning compliance with the Washington voting rights act of 2018.	candidate	unbatched
HB1710	senate	1653733	2026-03-04	30	19	63.3	19		0		Senate 3rd Reading & Final Passage as Amended by the Senate	Concerning compliance with the Washington voting rights act of 2018.	Concerning compliance with the Washington voting rights act of 2018.	candidate	unbatched
HB1747	house	1515591	2025-03-11	56	40	71.4	87		0		House 3rd Reading & Final Passage	Expanding protections for applicants and employees under the Washington fair chance act.	Expanding protections for applicants and employees under the Washington fair chance act.	candidate	unbatched
HB1747	senate	1544864	2025-04-10	27	22	81.5	19		0		Senate 3rd Reading & Final Passage	Expanding protections for applicants and employees under the Washington fair chance act.	Expanding protections for applicants and employees under the Washington fair chance act.	candidate	unbatched
HB1750	house	1660617	2026-03-11	58	38	65.5	87		1		House Final Passage as Amended by the Senate	Creating guidelines for voter suppression and vote dilution claims under the Washington voting rights act.	Creating guidelines for voter suppression and vote dilution claims under the Washington voting rights act.	candidate	unbatched
HB1750	senate	1648402	2026-02-28	30	19	63.3	19		0		Senate 3rd Reading & Final Passage as Amended by the Senate	Creating guidelines for voter suppression and vote dilution claims under the Washington voting rights act.	Creating guidelines for voter suppression and vote dilution claims under the Washington voting rights act.	candidate	unbatched
HB1774	house	1554052	2025-04-22	67	30	44.8	87		1		House Final Passage as Amended by the Senate	Modifying allowable terms for the lease of unused highway land.	Modifying allowable terms for the lease of unused highway land.	candidate	unbatched
HB1774	senate	1549488	2025-04-15	29	19	65.5	19		0		Senate 3rd Reading & Final Passage as Amended by the Senate	Modifying allowable terms for the lease of unused highway land.	Modifying allowable terms for the lease of unused highway land.	candidate	unbatched
HB1788	senate	1548391	2025-04-15	36	12	33.3	19		0		Senate 3rd Reading & Final Passage	Concerning workers' compensation benefits.	Concerning workers' compensation benefits.	candidate	unbatched
HB1791	house	1507560	2025-03-06	60	37	61.7	87		0		House 3rd Reading & Final Passage	Increasing the flexibility of existing funding sources to fund public safety and other facilities by modifying the local real estate excise tax.	Increasing the flexibility of existing funding sources to fund public safety and other facilities by modifying the local real estate excise tax.	candidate	unbatched
HB1791	senate	1548994	2025-04-15	29	19	65.5	19		0		Senate 3rd Reading & Final Passage	Increasing the flexibility of existing funding sources to fund public safety and other facilities by modifying the local real estate excise tax.	Increasing the flexibility of existing funding sources to fund public safety and other facilities by modifying the local real estate excise tax.	candidate	unbatched
HB1795	house	1661726	2026-03-12	58	37	63.8	87		2		House Final Passage as Amended by the Senate	Addressing restraint or isolation of students in public schools and educational programs.	Addressing restraint or isolation of students in public schools and educational programs.	candidate	unbatched
HB1795	senate	1655406	2026-03-05	28	20	71.4	19		0		Senate 3rd Reading & Final Passage as Amended by the Senate	Addressing restraint or isolation of students in public schools and educational programs.	Addressing restraint or isolation of students in public schools and educational programs.	candidate	unbatched
HB1796	senate	1655265	2026-03-05	30	18	60.0	19		0		Senate 3rd Reading & Final Passage as Amended by the Senate	Concerning school districts' authority to contract indebtedness for school construction.	Concerning school districts' authority to contract indebtedness for school construction.	candidate	unbatched
HB1811	house	1552600	2025-04-21	59	38	64.4	87		1		House Final Passage as Amended by the Senate	Enhancing crisis response services through co-response integration and support.	Enhancing crisis response services through co-response integration and support.	candidate	unbatched
HB1813	house	1552587	2025-04-21	62	35	56.5	87		1		House Final Passage as Amended by the Senate	Concerning the reprocurement of medical assistance services, including the realignment of behavioral health crisis services for medicaid enrollees.	Concerning the reprocurement of medical assistance services, including the realignment of behavioral health crisis services for medicaid enrollees.	candidate	unbatched
HB1813	senate	1550203	2025-04-16	30	19	63.3	19		0		Senate 3rd Reading & Final Passage as Amended by the Senate	Concerning the reprocurement of medical assistance services, including the realignment of behavioral health crisis services for medicaid enrollees.	Concerning the reprocurement of medical assistance services, including the realignment of behavioral health crisis services for medicaid enrollees.	candidate	unbatched
HB1815	house	1552235	2025-04-18	58	37	63.8	87		1		House Final Passage as Amended by the Senate	Concerning prison riot offenses.	Concerning prison riot offenses.	candidate	unbatched
HB1815	senate	1539896	2025-04-08	27	21	77.8	19		0		Senate 3rd Reading & Final Passage as Amended by the Senate	Concerning prison riot offenses.	Concerning prison riot offenses.	candidate	unbatched
HB1821	house	1508909	2025-03-07	59	38	64.4	87		0		House 3rd Reading & Final Passage	"Expanding the definition of ""interested party"" for the purposes of prevailing wage laws."	"Expanding the definition of ""interested party"" for the purposes of prevailing wage laws."	candidate	unbatched
HB1821	senate	1543180	2025-04-09	28	21	75.0	19		0		Senate 3rd Reading & Final Passage	"Expanding the definition of ""interested party"" for the purposes of prevailing wage laws."	"Expanding the definition of ""interested party"" for the purposes of prevailing wage laws."	candidate	unbatched
HB1827	senate	1537200	2025-04-04	37	12	32.4	19		0		Senate 3rd Reading & Final Passage	Concerning the effective delivery and administration of basic education services to justice-involved students.	Concerning the effective delivery and administration of basic education services to justice-involved students.	candidate	unbatched
HB1837	house	1553073	2025-04-21	65	32	49.2	87		1		House Final Passage as Amended by the Senate	Establishing intercity passenger rail improvement priorities.	Establishing intercity passenger rail improvement priorities.	candidate	unbatched
HB1837	senate	1550721	2025-04-16	32	17	53.1	19		0		Senate 3rd Reading & Final Passage as Amended by the Senate	Establishing intercity passenger rail improvement priorities.	Establishing intercity passenger rail improvement priorities.	candidate	unbatched
HB1858	house	1509122	2025-03-10	51	42	82.4	87		0		House 3rd Reading & Final Passage	Eliminating the exemption for assignments or substitutions of previously recorded deeds of trust from the document recording fee and the covenant home	Eliminating the exemption for assignments or substitutions of previously recorded deeds of trust from the document recording fee and the covenant homeownership program assessment.	candidate	unbatched
HB1858	senate	1546333	2025-04-11	30	19	63.3	19		0		Senate 3rd Reading & Final Passage	Eliminating the exemption for assignments or substitutions of previously recorded deeds of trust from the document recording fee and the covenant home	Eliminating the exemption for assignments or substitutions of previously recorded deeds of trust from the document recording fee and the covenant homeownership program assessment.	candidate	unbatched
HB1874	senate	1540617	2025-04-08	37	11	29.7	19		0		Senate 3rd Reading & Final Passage as Amended by the Senate	Requiring training for cosmetologists, barbers, estheticians, and hair designers on the care, styling, and treatment of textured hair.	Requiring training for cosmetologists, barbers, estheticians, and hair designers on the care, styling, and treatment of textured hair.	candidate	unbatched
HB1875	house	1507525	2025-03-06	58	39	67.2	87		0		House 3rd Reading & Final Passage	Allowing the use of paid sick leave to prepare for or participate in certain immigration proceedings.	Allowing the use of paid sick leave to prepare for or participate in certain immigration proceedings.	candidate	unbatched
HB1875	senate	1549202	2025-04-15	29	19	65.5	19		0		Senate 3rd Reading & Final Passage	Allowing the use of paid sick leave to prepare for or participate in certain immigration proceedings.	Allowing the use of paid sick leave to prepare for or participate in certain immigration proceedings.	candidate	unbatched
HB1878	house	1552616	2025-04-21	71	26	36.6	87		1		House Final Passage as Amended by the Senate	Improving young driver safety.	Improving young driver safety.	candidate	unbatched
HB1878	senate	1543935	2025-04-10	38	11	28.9	19		0		Senate 3rd Reading & Final Passage as Amended by the Senate	Improving young driver safety.	Improving young driver safety.	candidate	unbatched
HB1899	senate	1550759	2025-04-16	30	19	63.3	19		0		Senate 3rd Reading & Final Passage	Concerning the homelessness point-in-time count.	Concerning the homelessness point-in-time count.	candidate	unbatched
HB1903	house	1660978	2026-03-11	70	26	37.1	87		1	yes	House Final Passage as Amended by the Senate	Establishing a statewide low-income energy assistance program.	Establishing a statewide low-income energy assistance program.	candidate	unbatched
HB1903	senate	1656487	2026-03-06	35	13	37.1	19		0	yes	Senate 3rd Reading & Final Passage as Amended by the Senate	Establishing a statewide low-income energy assistance program.	Establishing a statewide low-income energy assistance program.	candidate	unbatched
HB1909	house	1660683	2026-03-11	57	38	66.7	87		1		House Final Passage as Amended by the Senate	Establishing the court unification task force.	Establishing the court unification task force.	candidate	unbatched
HB1909	senate	1656647	2026-03-06	30	18	60.0	19		0		Senate 3rd Reading & Final Passage as Amended by the Senate	Establishing the court unification task force.	Establishing the court unification task force.	candidate	unbatched
HB1916	house	1661095	2026-03-11	58	38	65.5	87		1		House Final Passage as Amended by the Senate	Amending voter registration challenges and managing voter registration lists.	Amending voter registration challenges and managing voter registration lists.	candidate	unbatched
HB1916	senate	1651893	2026-03-03	30	19	63.3	19		0		Senate 3rd Reading & Final Passage as Amended by the Senate	Amending voter registration challenges and managing voter registration lists.	Amending voter registration challenges and managing voter registration lists.	candidate	unbatched
HB1941	house	1661845	2026-03-12	69	26	37.7	87		1		House Final Passage as Amended by the Senate	Authorizing agricultural cooperatives for cannabis producers.	Authorizing agricultural cooperatives for cannabis producers.	candidate	unbatched
HB1941	senate	1655913	2026-03-05	30	18	60.0	19		0		Senate 3rd Reading & Final Passage as Amended by the Senate	Authorizing agricultural cooperatives for cannabis producers.	Authorizing agricultural cooperatives for cannabis producers.	candidate	unbatched
HB1946	house	1552742	2025-04-21	59	38	64.4	87		1		House Final Passage as Amended by the Senate	Clarifying tribal membership on local boards of health.	Clarifying tribal membership on local boards of health.	candidate	unbatched
HB1958	house	1552219	2025-04-18	61	35	57.4	87		0		House 3rd Reading & Final Passage	Concerning the interstate bridge replacement toll bond authority.	Concerning the interstate bridge replacement toll bond authority.	candidate	unbatched
HB1958	senate	1555426	2025-04-23	35	13	37.1	19		0		Senate 3rd Reading & Final Passage	Concerning the interstate bridge replacement toll bond authority.	Concerning the interstate bridge replacement toll bond authority.	candidate	unbatched
HB1971	house	1508995	2025-03-08	58	38	65.5	87		0		House 3rd Reading & Final Passage	Increasing access to prescription hormone therapy.	Increasing access to prescription hormone therapy.	candidate	unbatched
HB1974	house	1661031	2026-03-11	59	37	62.7	87		1		House Final Passage as Amended by the Senate	Establishing land banking authorities.	Establishing land banking authorities.	candidate	unbatched
HB1974	senate	1655835	2026-03-05	30	19	63.3	19		0		Senate 3rd Reading & Final Passage as Amended by the Senate	Establishing land banking authorities.	Establishing land banking authorities.	candidate	unbatched
HB1983	house	1632405	2026-02-12	68	26	38.2	87		0		House 3rd Reading & Final Passage	Amending the definition of timberland for purposes of determining the real estate excise tax for a governmental entity.	Amending the definition of timberland for purposes of determining the real estate excise tax for a governmental entity.	candidate	unbatched
HB1983	senate	1656299	2026-03-06	30	19	63.3	19		0		Senate 3rd Reading & Final Passage	Amending the definition of timberland for purposes of determining the real estate excise tax for a governmental entity.	Amending the definition of timberland for purposes of determining the real estate excise tax for a governmental entity.	candidate	unbatched
HB2003	house	1558649	2025-04-26	53	45	84.9	87		1		House Final Passage as Amended by the Senate	Concerning the Columbia river recreational salmon and steelhead endorsement program.	Concerning the Columbia river recreational salmon and steelhead endorsement program.	candidate	unbatched
HB2003	senate	1558648	2025-04-26	25	23	92.0	19		0		Senate 3rd Reading & Final Passage as Amended by the Senate	Concerning the Columbia river recreational salmon and steelhead endorsement program.	Concerning the Columbia river recreational salmon and steelhead endorsement program.	candidate	unbatched
HB2015	house	1554090	2025-04-22	55	42	76.4	87		1		House Final Passage as Amended by the Senate	Improving public safety funding by providing resources to local governments and state and local criminal justice agencies, and authorizing a local opt	Improving public safety funding by providing resources to local governments and state and local criminal justice agencies, and authorizing a local option tax.	candidate	unbatched
HB2015	senate	1550396	2025-04-16	30	19	63.3	19		0		Senate 3rd Reading & Final Passage as Amended by the Senate	Improving public safety funding by providing resources to local governments and state and local criminal justice agencies, and authorizing a local opt	Improving public safety funding by providing resources to local governments and state and local criminal justice agencies, and authorizing a local option tax.	candidate	unbatched
HB2034	house	1661705	2026-03-12	50	46	92.0	87		1		House Final Passage as Amended by the Senate	Concerning termination and restatement of plan 1 of the law enforcement officers' and firefighters' retirement system.	Concerning termination and restatement of plan 1 of the law enforcement officers' and firefighters' retirement system.	candidate	unbatched
HB2034	senate	1656768	2026-03-06	25	22	88.0	19		0		Senate 3rd Reading & Final Passage as Amended by the Senate	Concerning termination and restatement of plan 1 of the law enforcement officers' and firefighters' retirement system.	Concerning termination and restatement of plan 1 of the law enforcement officers' and firefighters' retirement system.	candidate	unbatched
HB2039	house	1551899	2025-04-17	56	40	71.4	87		0		House 3rd Reading & Final Passage	Concerning child support pass through.	Concerning child support pass through.	candidate	unbatched
HB2039	senate	1558652	2025-04-26	25	22	88.0	19		0		Senate 3rd Reading & Final Passage	Concerning child support pass through.	Concerning child support pass through.	candidate	unbatched
HB2040	house	1551893	2025-04-17	57	39	68.4	87	1551894	0		House 3rd Reading & Final Passage	Concerning the recovery of the aged, blind, or disabled assistance program.	Concerning the recovery of the aged, blind, or disabled assistance program.	candidate	unbatched
HB2040	senate	1558667	2025-04-26	25	22	88.0	19		0		Senate 3rd Reading & Final Passage	Concerning the recovery of the aged, blind, or disabled assistance program.	Concerning the recovery of the aged, blind, or disabled assistance program.	candidate	unbatched
HB2047	house	1558665	2025-04-26	58	40	69.0	87		1		House Final Passage as Amended by the Senate	Eliminating the Washington employee ownership program.	Eliminating the Washington employee ownership program.	candidate	unbatched
HB2047	senate	1558646	2025-04-26	25	23	92.0	19		0		Senate 3rd Reading & Final Passage as Amended by the Senate	Eliminating the Washington employee ownership program.	Eliminating the Washington employee ownership program.	candidate	unbatched
HB2049	house	1553196	2025-04-22	50	48	96.0	87		0		House 3rd Reading & Final Passage	Investing in the state's paramount duty to fund K-12 education and build strong and safe communities.	Investing in the state's paramount duty to fund K-12 education and build strong and safe communities.	candidate	unbatched
HB2049	senate	1558644	2025-04-26	28	20	71.4	19		0		Senate 3rd Reading & Final Passage	Investing in the state's paramount duty to fund K-12 education and build strong and safe communities.	Investing in the state's paramount duty to fund K-12 education and build strong and safe communities.	candidate	unbatched
HB2050	house	1558662	2025-04-26	56	42	75.0	87		1		House Final Passage as Amended by the Senate	Implementing K-12 savings and efficiencies.	Implementing K-12 savings and efficiencies.	candidate	unbatched
HB2050	senate	1558661	2025-04-26	26	22	84.6	19		0		Senate 3rd Reading & Final Passage as Amended by the Senate	Implementing K-12 savings and efficiencies.	Implementing K-12 savings and efficiencies.	candidate	unbatched
HB2051	house	1551781	2025-04-17	57	38	66.7	87		0		House 3rd Reading & Final Passage	Concerning payment to acute care hospitals for difficult to discharge medicaid patients.	Concerning payment to acute care hospitals for difficult to discharge medicaid patients.	candidate	unbatched
HB2051	senate	1558668	2025-04-26	27	20	74.1	19		0		Senate 3rd Reading & Final Passage	Concerning payment to acute care hospitals for difficult to discharge medicaid patients.	Concerning payment to acute care hospitals for difficult to discharge medicaid patients.	candidate	unbatched
HB2061	house	1552226	2025-04-18	56	40	71.4	87		0		House 3rd Reading & Final Passage	Regarding concession fees by duty-free sales enterprises.	Regarding concession fees by duty-free sales enterprises.	candidate	unbatched
HB2061	senate	1558664	2025-04-26	27	20	74.1	19		0		Senate 3rd Reading & Final Passage	Regarding concession fees by duty-free sales enterprises.	Regarding concession fees by duty-free sales enterprises.	candidate	unbatched
HB2077	house	1553195	2025-04-22	52	45	86.5	87		0		House 3rd Reading & Final Passage	Establishing a tax on certain business activities related to surpluses generated under the zero-emission vehicle program.	Establishing a tax on certain business activities related to surpluses generated under the zero-emission vehicle program.	candidate	unbatched
HB2077	senate	1558669	2025-04-26	28	19	67.9	19		0		Senate 3rd Reading & Final Passage	Establishing a tax on certain business activities related to surpluses generated under the zero-emission vehicle program.	Establishing a tax on certain business activities related to surpluses generated under the zero-emission vehicle program.	candidate	unbatched
HB2081	house	1553169	2025-04-22	50	48	96.0	87		0		House 3rd Reading & Final Passage	Modifying business and occupation tax surcharges, rates, and the advanced computing surcharge cap, clarifying the business and occupation tax deductio	Modifying business and occupation tax surcharges, rates, and the advanced computing surcharge cap, clarifying the business and occupation tax deduction for certain investments, and creating a temporary business and occupation tax surcharge on large companies.	candidate	unbatched
HB2081	senate	1558647	2025-04-26	26	22	84.6	19		0		Senate 3rd Reading & Final Passage	Modifying business and occupation tax surcharges, rates, and the advanced computing surcharge cap, clarifying the business and occupation tax deductio	Modifying business and occupation tax surcharges, rates, and the advanced computing surcharge cap, clarifying the business and occupation tax deduction for certain investments, and creating a temporary business and occupation tax surcharge on large companies.	candidate	unbatched
HB2089	house	1633920	2026-02-13	52	40	76.9	87		0		House 3rd Reading & Final Passage	Supporting wildfire mitigation by modifying RCW 82.04.29005, concerning taxes on loan interest.	Supporting wildfire mitigation by modifying RCW 82.04.29005, concerning taxes on loan interest.	candidate	unbatched
HB2089	senate	1660855	2026-03-11	27	21	77.8	19		0		Senate 3rd Reading & Final Passage	Supporting wildfire mitigation by modifying RCW 82.04.29005, concerning taxes on loan interest.	Supporting wildfire mitigation by modifying RCW 82.04.29005, concerning taxes on loan interest.	candidate	unbatched
HB2105	house	1661089	2026-03-11	58	38	65.5	87		1		House Final Passage as Amended by the Senate	Concerning immigrant worker protections.	Concerning immigrant worker protections.	candidate	unbatched
HB2105	senate	1655460	2026-03-05	27	21	77.8	19		0		Senate 3rd Reading & Final Passage as Amended by the Senate	Concerning immigrant worker protections.	Concerning immigrant worker protections.	candidate	unbatched
HB2156	house	1660084	2026-03-11	54	33	61.1	87	1660085	1		House Final Passage as Amended by the Senate	Concerning the authority of investigators of the attorney general's office.	Concerning the authority of investigators of the attorney general's office.	candidate	unbatched
HB2156	senate	1655906	2026-03-05	29	19	65.5	19		0		Senate 3rd Reading & Final Passage as Amended by the Senate	Concerning the authority of investigators of the attorney general's office.	Concerning the authority of investigators of the attorney general's office.	candidate	unbatched
HB2165	house	1657587	2026-03-09	66	29	43.9	87		1		House Final Passage as Amended by the Senate	Concerning false identification as a peace officer.	Concerning false identification as a peace officer.	candidate	unbatched
HB2165	senate	1651574	2026-03-03	30	18	60.0	19		0		Senate 3rd Reading & Final Passage as Amended by the Senate	Concerning false identification as a peace officer.	Concerning false identification as a peace officer.	candidate	unbatched
HB2215	house	1661847	2026-03-12	57	38	66.7	87		1	yes	House Final Passage as Amended by the Senate	Concerning climate commitment act compliance obligations for fuels supplied or otherwise sold into Washington.	Concerning climate commitment act compliance obligations for fuels supplied or otherwise sold into Washington.	candidate	unbatched
HB2219	house	1656973	2026-03-09	67	28	41.8	87		1		House Final Passage as Amended by the Senate	Enhancing the operational efficiency of child care providers.	Enhancing the operational efficiency of child care providers.	candidate	unbatched
HB2225	house	1661106	2026-03-11	74	21	28.4	87		1		House Final Passage as Amended by the Senate	Revised for 1st substitute: Regulating artificial intelligence companion chatbots.	Revised for 1st substitute: Regulating artificial intelligence companion chatbots.	candidate	unbatched
HB2229	house	1628257	2026-02-10	68	26	38.2	87		0		House 3rd Reading & Final Passage	Concerning the professional engineers' registration act.	Concerning the professional engineers' registration act.	candidate	unbatched
HB2229	senate	1656281	2026-03-06	37	11	29.7	19		0		Senate 3rd Reading & Final Passage	Concerning the professional engineers' registration act.	Concerning the professional engineers' registration act.	candidate	unbatched
HB2242	house	1631017	2026-02-11	57	39	68.4	87		0		House 3rd Reading & Final Passage	Preserving access to preventive services by clarifying state authority and definitions.	Preserving access to preventive services by clarifying state authority and definitions.	candidate	unbatched
HB2242	senate	1646832	2026-02-26	36	12	33.3	19		0		Senate 3rd Reading & Final Passage	Preserving access to preventive services by clarifying state authority and definitions.	Preserving access to preventive services by clarifying state authority and definitions.	candidate	unbatched
HB2247	senate	1656394	2026-03-06	30	18	60.0	19		0		Senate 3rd Reading & Final Passage as Amended by the Senate	Concerning veterinarian-client-patient relationships.	Concerning veterinarian-client-patient relationships.	candidate	unbatched
HB2251	house	1659908	2026-03-11	54	40	74.1	87		1		House Final Passage as Amended by the Senate	Concerning climate commitment act accounts.	Concerning climate commitment act accounts.	candidate	unbatched
HB2251	senate	1656599	2026-03-06	34	14	41.2	19		0		Senate 3rd Reading & Final Passage as Amended by the Senate	Concerning climate commitment act accounts.	Concerning climate commitment act accounts.	candidate	unbatched
HB2266	house	1657315	2026-03-09	56	39	69.6	87		1		House Final Passage as Amended by the Senate	Encouraging permanent supportive housing, transitional housing, indoor emergency housing, and indoor emergency shelters.	Encouraging permanent supportive housing, transitional housing, indoor emergency housing, and indoor emergency shelters.	candidate	unbatched
HB2266	senate	1653987	2026-03-04	29	20	69.0	19		0		Senate 3rd Reading & Final Passage as Amended by the Senate	Encouraging permanent supportive housing, transitional housing, indoor emergency housing, and indoor emergency shelters.	Encouraging permanent supportive housing, transitional housing, indoor emergency housing, and indoor emergency shelters.	candidate	unbatched
HB2294	house	1633906	2026-02-13	69	25	36.2	87		0		House 3rd Reading & Final Passage	Prohibiting negative use restrictions on real property that have the effect of limiting consumer access to food and medicine.	Prohibiting negative use restrictions on real property that have the effect of limiting consumer access to food and medicine.	candidate	unbatched
HB2294	senate	1651880	2026-03-03	35	14	40.0	19		0		Senate 3rd Reading & Final Passage	Prohibiting negative use restrictions on real property that have the effect of limiting consumer access to food and medicine.	Prohibiting negative use restrictions on real property that have the effect of limiting consumer access to food and medicine.	candidate	unbatched
HB2320	house	1659870	2026-03-11	58	38	65.5	87		1		House Final Passage as Amended by the Senate	Concerning the regulation of firearm manufacturing.	Concerning the regulation of firearm manufacturing.	candidate	unbatched
HB2320	senate	1648400	2026-02-28	29	18	62.1	19		0		Senate 3rd Reading & Final Passage as Amended by the Senate	Concerning the regulation of firearm manufacturing.	Concerning the regulation of firearm manufacturing.	candidate	unbatched
HB2353	senate	1655659	2026-03-05	38	10	26.3	19		0		Senate 3rd Reading & Final Passage	Concerning predesign thresholds.	Concerning predesign thresholds.	candidate	unbatched
HB2355	house	1632720	2026-02-12	57	39	68.4	87		0		House 3rd Reading & Final Passage	Establishing labor protections for domestic workers.	Establishing labor protections for domestic workers.	candidate	unbatched
HB2355	senate	1646965	2026-02-26	28	20	71.4	19		0		Senate 3rd Reading & Final Passage	Establishing labor protections for domestic workers.	Establishing labor protections for domestic workers.	candidate	unbatched
HB2367	house	1632843	2026-02-12	63	33	52.4	87		0		House 3rd Reading & Final Passage	Eliminating preferential treatment related to a coal-fired electric generating plant.	Eliminating preferential treatment related to a coal-fired electric generating plant.	candidate	unbatched
HB2367	senate	1648403	2026-02-28	29	19	65.5	19		0		Senate 3rd Reading & Final Passage	Eliminating preferential treatment related to a coal-fired electric generating plant.	Eliminating preferential treatment related to a coal-fired electric generating plant.	candidate	unbatched
HB2384	senate	1651878	2026-03-03	37	12	32.4	19		0		Senate 3rd Reading & Final Passage as Amended by the Senate	Increasing regulatory oversight of continuing care retirement communities.	Increasing regulatory oversight of continuing care retirement communities.	candidate	unbatched
HB2385	house	1630683	2026-02-11	57	38	66.7	87		0		House 3rd Reading & Final Passage	Concerning the medicaid access program.	Concerning the medicaid access program.	candidate	unbatched
HB2385	senate	1656258	2026-03-06	30	18	60.0	19		0		Senate 3rd Reading & Final Passage	Concerning the medicaid access program.	Concerning the medicaid access program.	candidate	unbatched
HB2411	house	1619421	2026-01-29	60	36	60.0	87		0		House 3rd Reading & Final Passage	Modifying shared leave provisions to authorize shared leave for victims of a hate crime and those whose absence is due to immigration enforcement acti	Modifying shared leave provisions to authorize shared leave for victims of a hate crime and those whose absence is due to immigration enforcement actions against the employee or the employee's relative.	candidate	unbatched
HB2411	senate	1654684	2026-03-05	30	19	63.3	19		0		Senate 3rd Reading & Final Passage	Modifying shared leave provisions to authorize shared leave for victims of a hate crime and those whose absence is due to immigration enforcement acti	Modifying shared leave provisions to authorize shared leave for victims of a hate crime and those whose absence is due to immigration enforcement actions against the employee or the employee's relative.	candidate	unbatched
HB2416	house	1661100	2026-03-11	76	20	26.3	87		1		House Final Passage as Amended by the Senate	Concerning fair treatment of waste to energy facilities under the climate commitment act.	Concerning fair treatment of waste to energy facilities under the climate commitment act.	candidate	unbatched
HB2416	senate	1653865	2026-03-04	39	10	25.6	19		0		Senate 3rd Reading & Final Passage as Amended by the Senate	Concerning fair treatment of waste to energy facilities under the climate commitment act.	Concerning fair treatment of waste to energy facilities under the climate commitment act.	candidate	unbatched
HB2442	house	1661021	2026-03-11	51	45	88.2	87		1		House Final Passage as Amended by the Senate	Providing local governments tax resources and fund flexibility.	Providing local governments tax resources and fund flexibility.	candidate	unbatched
HB2442	senate	1655711	2026-03-05	26	22	84.6	19		0		Senate 3rd Reading & Final Passage as Amended by the Senate	Providing local governments tax resources and fund flexibility.	Providing local governments tax resources and fund flexibility.	candidate	unbatched
HB2445	house	1660250	2026-03-11	66	29	43.9	87		1		House Final Passage as Amended by the Senate	Ending probates for profit.	Ending probates for profit.	candidate	unbatched
HB2471	house	1633310	2026-02-13	58	35	60.3	87		0		House 3rd Reading & Final Passage	Concerning collective bargaining for employees not covered by the national labor relations act.	Concerning collective bargaining for employees not covered by the national labor relations act.	candidate	unbatched
HB2471	senate	1653483	2026-03-04	31	18	58.1	19		0		Senate 3rd Reading & Final Passage	Concerning collective bargaining for employees not covered by the national labor relations act.	Concerning collective bargaining for employees not covered by the national labor relations act.	candidate	unbatched
HB2475	house	1634047	2026-02-16	62	33	53.2	87		0		House 3rd Reading & Final Passage	Concerning language accessible public programs, activities, and services conducted, operated, or administered by state agencies.	Concerning language accessible public programs, activities, and services conducted, operated, or administered by state agencies.	candidate	unbatched
HB2475	senate	1654985	2026-03-05	30	17	56.7	19		0		Senate 3rd Reading & Final Passage	Concerning language accessible public programs, activities, and services conducted, operated, or administered by state agencies.	Concerning language accessible public programs, activities, and services conducted, operated, or administered by state agencies.	candidate	unbatched
HB2476	senate	1651439	2026-03-03	38	10	26.3	19		0		Senate 3rd Reading & Final Passage	Modifying the spirits, beer, and wine theater license.	Modifying the spirits, beer, and wine theater license.	candidate	unbatched
HB2487	house	1656837	2026-03-06	51	44	86.3	87		0		House 3rd Reading & Final Passage	Concerning taxes imposed on insurers operating within the state.	Concerning taxes imposed on insurers operating within the state.	candidate	unbatched
HB2487	senate	1660293	2026-03-11	27	22	81.5	19		0		Senate 3rd Reading & Final Passage	Concerning taxes imposed on insurers operating within the state.	Concerning taxes imposed on insurers operating within the state.	candidate	unbatched
HB2496	house	1657652	2026-03-09	71	24	33.8	87		1		House Final Passage as Amended by the Senate	Concerning tribal consultation conducted by the energy facility site evaluation council.	Concerning tribal consultation conducted by the energy facility site evaluation council.	candidate	unbatched
HB2496	senate	1648374	2026-02-28	30	19	63.3	19		0		Senate 3rd Reading & Final Passage as Amended by the Senate	Concerning tribal consultation conducted by the energy facility site evaluation council.	Concerning tribal consultation conducted by the energy facility site evaluation council.	candidate	unbatched
HB2521	house	1640917	2026-02-23	53	36	67.9	87		0		House 3rd Reading & Final Passage	Concerning firearms background check.	Concerning firearms background check.	candidate	unbatched
HB2521	senate	1657603	2026-03-09	28	21	75.0	19		0		Senate 3rd Reading & Final Passage	Concerning firearms background check.	Concerning firearms background check.	candidate	unbatched
HB2539	house	1660386	2026-03-11	57	38	66.7	87		1		House Final Passage as Amended by the Senate	Concerning inmate funds.	Concerning inmate funds.	candidate	unbatched
HB2539	senate	1652031	2026-03-03	30	18	60.0	19		0		Senate 3rd Reading & Final Passage as Amended by the Senate	Concerning inmate funds.	Concerning inmate funds.	candidate	unbatched
HB2543	senate	1652020	2026-03-03	33	15	45.5	19		0		Senate 3rd Reading & Final Passage	Concerning county clerk fees.	Concerning county clerk fees.	candidate	unbatched
HB2548	house	1659823	2026-03-11	55	41	74.5	87		1		House Final Passage as Amended by the Senate	Strengthening health care market standards.	Strengthening health care market standards.	candidate	unbatched
HB2548	senate	1655349	2026-03-05	30	19	63.3	19		0		Senate 3rd Reading & Final Passage as Amended by the Senate	Strengthening health care market standards.	Strengthening health care market standards.	candidate	unbatched
