bill	bill_id	title	divided_rolls	all_rolls	tallies	status_date	last_action	sasts	disposition	reason
S09003	2088710	Makes appropriations for the support of government - Aid to Localities Budget.	2	2	A 2026-05-27 112-30 roll1703088 DIV; S 2026-05-27 44-18 roll1703155 DIV	2026-06-09		A10003	excluded:appropriations	budget or bonding measure; no area carries an honest direction on a spending bill
S09005	2088789	Enacts into law major components of legislation necessary to implement the state public protection and general government budget for the 2026-2027 state fiscal year; extends the recruitment incentive and retention progra	2	2	A 2026-05-21 93-47 roll1701423 DIV; S 2026-05-21 39-22 roll1701406 DIV	2026-05-27		A10005	excluded:appropriations	budget or bonding measure; no area carries an honest direction on a spending bill
S09009	2088267	Enacts into law major components of legislation which are necessary to implement the state fiscal plan for the 2026-2027 state fiscal year; sets forth a child and dependent care credit for taxable years beginning on or a	2	2	A 2026-05-27 91-52 roll1703069 DIV; S 2026-05-27 38-24 roll1703135 DIV	2026-05-28		A10009	excluded:appropriations	budget or bonding measure; no area carries an honest direction on a spending bill
S09027	2091881	Authorizes the village of Ellicottville to impose a hotel and motel tax not exceeding five percent of the per diem rental rate for each room.	2	2	S 2026-05-28 47-13 roll1703179 DIV; A 2026-06-05 97-34 roll1707007 DIV	2026-08-21		A10092	excluded:local	applies to one named locality; outside the campaign gate
S09155	2111584	Amends provisions limiting the location of retail adult-use dispensaries in proximity to schools and houses of worship.	2	2	S 2026-02-11 35-24 roll1629636 DIV; A 2026-02-11 91-50 roll1634581 DIV	2026-02-11		A10140	dropped:filter-5	Distance rules for cannabis dispensaries. Same as S 818.
S09157	2111595	Authorizes the city of Batavia to impose a hotel and motel tax not exceeding five percent of the per diem rental rate for each room.	2	2	S 2026-05-28 47-13 roll1702852 DIV; A 2026-06-02 96-43 roll1705749 DIV	2026-08-21		A10228	excluded:local	applies to one named locality; outside the campaign gate
S09376	2130503	Authorizes the town of Lancaster, county of Erie, to impose an occupancy tax not to exceed three percent.	2	2	S 2026-05-28 47-13 roll1703801 DIV; A 2026-06-03 101-39 roll1705506 DIV	2026-08-21		A10982	excluded:local	applies to one named locality; outside the campaign gate
S09862	2141977	Authorizes the town of Minisink to impose a hotel and motel tax at a rate of five percent.	2	2	S 2026-05-28 46-14 roll1703139 DIV; A 2026-06-05 95-36 roll1706972 DIV	2026-08-21		A11126	excluded:local	applies to one named locality; outside the campaign gate
S10113	2146884	Provides that a microbusiness licensee authorized to conduct retail sales may serve as a processor and cultivator for purposes of cannabis showcase event permits.	2	2	S 2026-06-01 47-13 roll1704394 DIV; A 2026-06-05 88-53 roll1706938 DIV	2026-08-06		A11217	dropped:filter-5	Cannabis microbusiness licenses. Same as S 818.
S10639	2152621	Authorizes the form of submission and abstract for proposed amendments to the constitution submitted to the people to be determined by enactment in a separate joint resolution passed by both houses of the legislature at	2	2	S 2026-06-04 38-22 roll1707541 DIV; A 2026-06-05 94-47 roll1706895 DIV	2026-06-05		A11557	candidate:batch-03	passed the title screen, not yet read
A00387	1900840	Requires general hospitals to provide language assistance services; requires general hospitals to develop a language assistance program to ensure meaningful access to the general hospital's services and reasonable accomm	1	2	A 2025-05-14 113-34 roll1571864 DIV; S 2025-06-10 57-1 roll1588185	2025-12-10		S06288	batch-02	imported
A00420	1901391	Increases the New York state housing finance agency bonding authority to $36,280,000,000.	1	2	A 2025-01-13 104-43 roll1471442 DIV; S 2025-01-14 60-0 roll1471403	2025-01-27		S00735	excluded:appropriations	budget or bonding measure; no area carries an honest direction on a spending bill
A00421	1901542	Includes establishing a branch in a banking development district as a factor indicating that a banking institution is helping to meet the credit needs of its entire community for purposes of assessing such banking instit	1	2	A 2025-01-21 143-4 roll1472922; S 2025-02-05 46-16 roll1480766 DIV	2025-02-14		S00812	candidate:batch-03	passed the title screen, not yet read
A00431	1901625	Provides that each student loan servicer shall submit an annual report containing a list of all private education creditors associated with the private education debts serviced by the student loan servicer that are owed	1	2	A 2025-02-03 147-0 roll1479473; S 2025-02-12 45-14 roll1487451 DIV	2025-02-14		S02680	candidate:batch-03	passed the title screen, not yet read
A00584	1902803	"Enacts the ""trapped at work act""; prohibits the use of employment promissory notes."	1	2	A 2025-06-11 139-0 roll1589414; S 2025-06-12 38-21 roll1590519 DIV	2025-12-19		S04070	candidate:batch-03	passed the title screen, not yet read
A00916	1904131	Includes guardians of the principal as a person who may commence certain special proceedings; provides that if a hospital can with reasonable efforts ascertain the identity of the parents or guardian of an emancipated mi	1	2	A 2025-01-22 145-0 roll1473854; S 2025-02-11 39-22 roll1486934 DIV	2025-02-14		S00788	candidate:batch-03	passed the title screen, not yet read
A01894	1917101	Repeals provisions requiring reporting of a patient's drug use.	1	2	A 2025-03-03 134-14 roll1504150; S 2025-06-11 39-20 roll1589448 DIV	2025-10-16		S03362	candidate:batch-03	passed the title screen, not yet read
A02249	1920984	"Defines ""model management group""; provides for the registration process for model management groups; provides for exemption from registration requirements for model management companies and groups."	1	2	A 2025-02-04 145-1 roll1480530; S 2025-02-10 45-16 roll1485606 DIV	2025-02-14		S00823	candidate:batch-03	passed the title screen, not yet read
A03002	1934592	Makes appropriations for the support of government - State Debt Budget.	1	2	A 2025-03-27 112-35 roll1529872 DIV; S 2025-03-27 51-10 roll1528647	2025-05-20		S03002	excluded:appropriations	budget or bonding measure; no area carries an honest direction on a spending bill
A03104	1937534	Extends the authorization of the county of Onondaga to impose an additional rate of sales and compensating use taxes from November 30, 2025 until November 30, 2027.	1	2	A 2025-04-30 106-40 roll1563435 DIV; S 2025-05-27 51-8 roll1599257	2025-08-07		S05512	excluded:local	applies to one named locality; outside the campaign gate
A03424	1942753	Extends the authorization granted to the county of Franklin to impose an additional one percent of sales and compensating use taxes until November 30th, 2027.	1	2	A 2025-04-02 108-40 roll1535718 DIV; S 2025-05-27 50-9 roll1599253	2025-08-07		S02522	excluded:local	applies to one named locality; outside the campaign gate
A04315	1953571	Extends the hotel and motel tax in the town of Woodbury an additional two years.	1	2	A 2025-05-21 107-37 roll1575771 DIV; S 2025-05-27 51-8 roll1599255	2025-08-07		S01863	excluded:local	applies to one named locality; outside the campaign gate
A05318	1969236	Extends the expiration date of the personal income tax surcharge imposed by the city of Yonkers.	1	2	A 2025-04-02 105-43 roll1535716 DIV; S 2025-05-27 50-9 roll1579558	2025-06-26		S00436	excluded:local	applies to one named locality; outside the campaign gate
A05323	1969139	Extends certain provisions relating to additional sales tax imposed by the city of Yonkers.	1	2	A 2025-04-02 111-37 roll1535714 DIV; S 2025-05-27 50-9 roll1580695	2025-06-26		S00434	excluded:local	applies to one named locality; outside the campaign gate
A05329	1969896	Extends the expiration of the mortgage recording tax imposed by the city of Yonkers.	1	2	A 2025-04-02 112-36 roll1535705 DIV; S 2025-05-27 51-8 roll1579559	2025-06-26		S00432	excluded:local	applies to one named locality; outside the campaign gate
A05380	1969760	Extends the authorization for the county of Monroe to impose certain sales and compensating use taxes to November 30, 2027.	1	2	A 2025-04-30 107-38 roll1563424 DIV; S 2025-05-27 51-8 roll1579560	2025-08-07		S06669	excluded:local	applies to one named locality; outside the campaign gate
A06080	1984659	Extends the authorization for the town of Wallkill to adopt a hotel or motel tax of up to 5%.	1	2	A 2025-04-30 106-39 roll1563436 DIV; S 2025-05-27 50-9 roll1579561	2025-08-07		S00693	excluded:local	applies to one named locality; outside the campaign gate
A06097	1985107	Authorizes the town of Orangetown to establish community preservation funds; establishes a real estate transfer tax with revenues therefrom to be deposited in said community preservation fund; provides for the repeal of	1	2	A 2025-06-09 106-38 roll1587332 DIV; S 2025-06-13 52-7 roll1590482	2025-11-21		S06338	excluded:local	applies to one named locality; outside the campaign gate
A06200	1986739	Extends the effectiveness of the occupancy tax in the village of Harrison until September 1, 2027.	1	2	A 2025-04-30 107-38 roll1563445 DIV; S 2025-05-27 51-8 roll1599247	2025-08-07		S05783	excluded:local	applies to one named locality; outside the campaign gate
A06220	1986630	Extends the authorization of the town of Mount Pleasant to adopt a local law to impose a hotel/motel occupancy tax for hotels not located in a village to September 1, 2027.	1	2	A 2025-05-19 106-37 roll1574028 DIV; S 2025-05-27 51-8 roll1595482	2025-06-26		S05191	excluded:local	applies to one named locality; outside the campaign gate
A06223	1987446	Extends the authority of the county of Ulster to impose an additional 1 percent sales and compensating use tax by two years.	1	2	A 2025-05-19 98-45 roll1574043 DIV; S 2025-05-27 51-8 roll1599244	2025-08-07		S05747	excluded:local	applies to one named locality; outside the campaign gate
A06232	1987135	Extends the period during which the county of Orleans is authorized to impose additional rates of sales and compensating use taxes.	1	2	A 2025-05-19 107-37 roll1573988 DIV; S 2025-05-27 51-8 roll1599259	2025-08-07		S05561	excluded:local	applies to one named locality; outside the campaign gate
A06317	1990776	Extends the moratorium on the issuance of certificates of environmental safety for the siting of facilities and certification of routes for the transportation of liquefied natural or petroleum gas.	1	2	A 2025-05-14 111-36 roll1572523 DIV; S 2025-06-04 57-1 roll1585150	2025-06-18		S05685	excluded:extender	extends an existing authority or expiry date without changing policy
A06427	1990648	Extends the county of Westchester's additional one percent rate of sales and compensating use tax until November 30th, 2027.	1	2	A 2025-04-30 109-36 roll1563428 DIV; S 2025-05-27 51-8 roll1599201	2025-07-29		S05731	excluded:local	applies to one named locality; outside the campaign gate
A06433	1991149	Extends the provisions authorizing the town of Greenburgh and specified villages in the towns of Greenburgh and Mount Pleasant to adopt a local law to impose a hotel/motel occupancy tax.	1	2	A 2025-04-30 108-37 roll1563444 DIV; S 2025-05-27 51-8 roll1595764	2025-06-26		S05192	excluded:local	applies to one named locality; outside the campaign gate
A06521	1992109	Extends the period during which the county of Herkimer is authorized to impose additional sales and compensating use taxes to November 30, 2027.	1	2	A 2025-04-08 108-39 roll1541388 DIV; S 2025-05-27 51-8 roll1599260	2025-08-07		S05606	excluded:local	applies to one named locality; outside the campaign gate
A06531	1992439	Extends authorization of the county of Herkimer to impose a county recording tax on obligation secured by a mortgage on real property to 12/01/2027.	1	2	A 2025-04-30 105-40 roll1563335 DIV; S 2025-05-27 51-8 roll1599241	2025-08-07		S05607	excluded:local	applies to one named locality; outside the campaign gate
A06558	1993860	Requires every food establishment to label all prepackaged food with a written notification on the package or on a label attached to the package identifying any ingredient with which a product is made that constitutes a	1	2	A 2025-06-05 138-7 roll1586116; S 2025-06-11 47-12 roll1589368 DIV	2025-11-12		S05381	candidate:batch-03	passed the title screen, not yet read
A06865	2007095	Extends the authorization granted to the county of Clinton to impose an additional one percent of sales and compensating use taxes until November 30th, 2027.	1	2	A 2025-04-30 106-39 roll1563422 DIV; S 2025-05-27 51-8 roll1599250	2025-08-07		S05006	excluded:local	applies to one named locality; outside the campaign gate
A06870	2008473	Extends the effectiveness of provisions relating to limiting the check cashing exemption for national banks and other regulated entities to August 1, 2027.	1	2	A 2025-06-09 96-46 roll1587417 DIV; S 2025-06-10 58-0 roll1588184	2025-07-29		S08299	excluded:extender	extends an existing authority or expiry date without changing policy
A07044	2011916	Relates to the imposition of sales and compensating use tax in Schenectady county; extends such authority until November 30, 2027.	1	2	A 2025-04-30 102-43 roll1563442 DIV; S 2025-05-27 51-8 roll1599246	2025-08-07		S06830	excluded:local	applies to one named locality; outside the campaign gate
A07372	2014598	Extends the occupancy tax in the village of Tuckahoe until September 1, 2027.	1	2	A 2025-05-19 105-38 roll1573952 DIV; S 2025-05-27 51-8 roll1599254	2025-08-07		S06712	excluded:local	applies to one named locality; outside the campaign gate
A07373	2014631	Extends the village of Port Chester occupancy tax until December 31, 2027.	1	2	A 2025-05-21 105-38 roll1575749 DIV; S 2025-05-27 51-8 roll1599248	2025-08-07		S06700	excluded:local	applies to one named locality; outside the campaign gate
A07374	2014609	Extends the effectiveness of the occupancy tax in the town of North Castle to 2027.	1	2	A 2025-05-19 108-35 roll1574034 DIV; S 2025-05-27 51-8 roll1599242	2025-08-07		S06713	excluded:local	applies to one named locality; outside the campaign gate
A07375	2014587	Extends the authorization of the city of New Rochelle to impose an additional sales and compensating use tax until December 31, 2027.	1	2	A 2025-05-21 106-37 roll1575862 DIV; S 2025-05-27 51-8 roll1599258	2025-08-07		S05782	excluded:local	applies to one named locality; outside the campaign gate
A07378	2014487	Extends the village of Mamaroneck occupancy tax for two years to 2027.	1	2	A 2025-05-19 110-33 roll1574046 DIV; S 2025-05-27 51-8 roll1599245	2025-08-07		S06701	excluded:local	applies to one named locality; outside the campaign gate
A07406	2014450	Extends the village of Rye Brook occupancy tax until September 1, 2027.	1	2	A 2025-05-27 106-39 roll1580193 DIV; S 2025-05-27 51-8 roll1599252	2025-08-07		S06721	excluded:local	applies to one named locality; outside the campaign gate
A07427	2015461	Prohibits the state university of New York from contracting out to the ground lessee or any subsidiary of the ground lessee or the research foundation for the state university of New York for any services or privatize an	1	2	A 2025-05-29 144-2 roll1582093; S 2025-06-06 39-14 roll1586144 DIV	2025-11-21		S07409	candidate:batch-03	passed the title screen, not yet read
A07745	2021531	Extends the authority of the county of Suffolk to impose an additional one percent of sales and compensating use tax.	1	2	A 2025-06-04 110-34 roll1585403 DIV; S 2025-06-09 55-7 roll1586930	2025-08-04		S07420	excluded:local	applies to one named locality; outside the campaign gate
A07753	2021579	Extends the imposition of additional rates of sales and compensating use taxes by Erie county to November 30, 2027.	1	2	A 2025-05-21 101-42 roll1575808 DIV; S 2025-05-27 50-9 roll1599068	2025-07-23		S05247	excluded:local	applies to one named locality; outside the campaign gate
A07821	2023396	Extends the authorization for an additional sales tax in Cortland county.	1	2	A 2025-05-21 104-39 roll1575844 DIV; S 2025-05-27 51-8 roll1599251	2025-08-07		S06982	excluded:local	applies to one named locality; outside the campaign gate
A08074	2026467	Extends the authority of the town of Newburgh to impose a hotel and motel tax for an additional two years; makes a technical change.	1	2	S 2025-06-09 54-8 roll1587020; A 2025-06-09 110-34 roll1587398 DIV	2025-08-07		S07742	excluded:local	applies to one named locality; outside the campaign gate
A08155	2028342	Extends the authorization of the county of Tompkins to impose an additional one percent of sales and compensating use taxes until November 30, 2027.	1	2	A 2025-06-09 110-34 roll1587358 DIV; S 2025-06-09 53-9 roll1586991	2025-08-07		S07804	excluded:local	applies to one named locality; outside the campaign gate
A08210	2028605	Extends provisions of law authorizing the county of Cortland to impose an additional mortgage recording tax until December 1, 2027.	1	2	A 2025-06-06 99-38 roll1586488 DIV; S 2025-06-09 53-9 roll1587188	2025-08-07		S07912	excluded:local	applies to one named locality; outside the campaign gate
A08235	2028600	Designates dog control officers of the village of Holley, named by the village board as constables, as peace officers.	1	2	A 2025-06-18 118-16 roll1592293; S 2026-06-04 47-13 roll1706055 DIV	2026-07-24		S07712	excluded:local	applies to one named locality; outside the campaign gate
A08651	2033238	Relates to the extension of a tax exemption for a mutual redevelopment company in a city having a population of one million or more persons.	1	2	A 2025-06-09 143-0 roll1587223; S 2025-06-10 41-17 roll1587923 DIV	2025-10-14		S07780	candidate:batch-03	passed the title screen, not yet read
A08676	2034076	Provides for relocation and employment assistance credits in cities with a population of one million or more.	1	2	A 2025-06-10 143-4 roll1588624; S 2025-06-11 40-19 roll1589228 DIV	2025-06-26		S08063	candidate:batch-03	passed the title screen, not yet read
A08784	2035499	Extends provisions authorizing the city of Hudson to impose hotel and motel taxes.	1	2	A 2025-06-11 115-31 roll1589476 DIV; S 2025-06-12 51-8 roll1590280	2025-08-07		S08345	excluded:local	applies to one named locality; outside the campaign gate
A08896	2036884	Makes technical changes to the aid to localities budget regarding the office of children and family services, the office of temporary and disability assistance, the department of health, the department of labor and the d	1	2	S 2025-06-12 45-14 roll1590868 DIV; A 2025-06-12 141-0 roll1590248	2025-06-26		S08438	excluded:appropriations	budget or bonding measure; no area carries an honest direction on a spending bill
A09452	2066349	Relates to the prohibition of the use of employment promissory notes and other similar provisions; defines transferable credential; relates to the effectiveness of such provisions.	1	2	A 2026-01-21 139-0 roll1615631; S 2026-01-28 37-22 roll1618925 DIV	2026-02-13		S08822	candidate:batch-03	passed the title screen, not yet read
A10008	2088234	Enacts into law major components of legislation necessary to implement the state transportation, economic development and environmental conservation budget for the 2026-2027 state fiscal year; extends provisions of law r	1	2	S 2026-05-26 53-10 roll1702235; A 2026-05-26 110-33 roll1702280 DIV	2026-05-26		S09008	excluded:appropriations	budget or bonding measure; no area carries an honest direction on a spending bill
A10032	2102961	Extends the authorization of the town of Cornwall in Orange county to impose a hotel and motel tax by three years.	1	2	A 2026-04-28 104-33 roll1691362 DIV; S 2026-05-28 52-8 roll1703697	2026-08-21		S09107	excluded:local	applies to one named locality; outside the campaign gate
A10391	2128202	Relates to adjudications and owner liability for a violation of traffic-control signal indications in the city of Poughkeepsie.	1	2	A 2026-06-03 111-29 roll1705634 DIV; S 2026-06-04 59-1 roll1706190	2026-08-14		S09453	excluded:local	applies to one named locality; outside the campaign gate
A10761	2139545	Extends provisions of law relating to increasing certain motor vehicle transaction fees and relating to certain costs of the department of motor vehicles.	1	2	A 2026-03-31 147-0 roll1674647; S 2026-03-31 47-13 roll1674398 DIV	2026-03-31		S09631	excluded:extender	extends an existing authority or expiry date without changing policy
A11349	2149591	Authorizes the town of Clarkstown to establish community preservation funds and to impose a real estate transfer tax with revenues therefrom to be deposited in the community preservation fund; provides for the repeal of	1	2	S 2026-06-03 50-11 roll1706427; A 2026-06-03 94-46 roll1705730 DIV	2026-07-31		S10276	excluded:local	applies to one named locality; outside the campaign gate
A11474	2151289	Extends certain provisions authorizing the city of Syracuse to impose a hotel and motel tax to December 31, 2029.	1	2	A 2026-06-02 102-37 roll1705769 DIV; S 2026-06-02 53-8 roll1711981	2026-08-21		S10553	excluded:local	applies to one named locality; outside the campaign gate
A11561	2152619	Extends the demonstration project and workgroup to reduce the use of temporary staffing agencies in residential healthcare facilities for a fifth year, until December 31, 2027 (Part A); extends the duration of certain br	1	2	S 2026-06-04 58-2 roll1706399; A 2026-06-04 100-39 roll1706571 DIV	2026-06-05		S10644	excluded:extender	extends an existing authority or expiry date without changing policy
C00151	1989330	Provides for the election of eight Regents of the University of the State of New York	1	1	A 2025-03-04 106-44 roll1509003 DIV	2025-03-04		B00438	candidate:batch-03	passed the title screen, not yet read
C00978	2123188	Provides for the election of two Regents of the University of the State of New York	1	1	A 2026-02-25 94-48 roll1648936 DIV	2026-02-25		B01637	candidate:batch-03	passed the title screen, not yet read
S00073	1898116	"Relates to rechargeable battery recycling; adds a battery used as the principal electric power source for an electric scooter or bicycle with electric assist to the definition of ""rechargeable battery""; provides that a b"	1	3	S 2025-03-05 61-0 roll1505907; S 2025-06-12 57-2 roll1590603; A 2025-06-17 91-50 roll1592517 DIV	2025-12-19		A04641	candidate:batch-03	passed the title screen, not yet read
S00123	1898069	Prohibits the sale of infant walkers; restricts the use of such infant walkers in certain settings.	1	2	S 2025-03-10 59-2 roll1509543; A 2025-06-10 97-49 roll1589090 DIV	2025-12-12		A00268	batch-02	imported
S00206	1898739	Extends the authorization granted to the county of Essex to impose an additional one percent of sales and compensating use taxes until November 30th, 2027.	1	2	S 2025-05-27 50-9 roll1584575; A 2025-06-04 108-36 roll1585409 DIV	2025-08-07		A03101	excluded:local	applies to one named locality; outside the campaign gate
S00277	1898747	Authorizes the town of Chester to establish community preservation funds; establishes a real estate transfer tax with revenues therefrom to be deposited in said community preservation fund.	1	2	S 2025-06-11 40-19 roll1589301 DIV; A 2025-06-13 122-14 roll1591276	2025-10-16		A02022	excluded:local	applies to one named locality; outside the campaign gate
S00550	1900897	Requires a caller making a report of suspected child abuse or maltreatment to the central register to leave their name and contact information; prohibits the office of children and family services from releasing informat	1	3	S 2025-05-19 54-2 roll1573377; S 2025-06-09 60-2 roll1586954; A 2025-06-16 109-36 roll1592198 DIV	2025-12-19		A00066	candidate:batch-03	passed the title screen, not yet read
S00666	1901436	Extends the town of Goshen's authority to impose a hotel and motel tax of up to five percent for two additional years.	1	2	S 2025-05-27 46-13 roll1590867 DIV; A 2025-06-13 111-25 roll1591171	2025-08-07		A07965	excluded:local	applies to one named locality; outside the campaign gate
S00738	1902174	Requires operating manuals for micromobility devices, bicycles with electric assist and limited use motorcycles powered by lithium-ion batteries, and lithium-ion batteries intended for use in such devices.	1	2	S 2025-02-03 62-1 roll1479123; A 2025-02-11 104-45 roll1487310 DIV	2025-02-14		A00923	candidate:batch-03	passed the title screen, not yet read
S00805	1902143	Directs the superintendent of state police, in consultation with the office of children and family services, shall develop, maintain and disseminate to all members of the state police written policies and procedures, reg	1	2	S 2025-02-10 57-4 roll1485454; A 2025-04-30 112-33 roll1563377 DIV	2025-05-23		A00813	candidate:batch-03	passed the title screen, not yet read
S00811	1902208	Requires separate collection categories for Middle Eastern and North African groups in NYS.	1	2	S 2025-01-28 61-0 roll1475395; A 2025-02-11 102-47 roll1487381 DIV	2025-02-14		A00518	candidate:batch-03	passed the title screen, not yet read
S00815	1902813	Modifies the safe landings for youth leaving foster care act or safe landings act to allow for the conversion of certain motions to become motions to return a respondent to foster care.	1	2	S 2025-01-14 60-0 roll1471407; A 2025-02-11 116-33 roll1487306 DIV	2025-02-14		A00922	candidate:batch-03	passed the title screen, not yet read
S00848	1902584	Authorizes the county of Livingston to impose an additional one percent sales tax.	1	2	S 2025-05-27 51-8 roll1584609; A 2025-06-04 108-36 roll1585429 DIV	2025-08-07		A02043	excluded:local	applies to one named locality; outside the campaign gate
S00855	1902924	Extends the authorization for Ontario county to impose additional rates of sales and compensating use taxes until 2027.	1	2	S 2025-05-27 50-9 roll1584772; A 2025-06-04 107-37 roll1585616 DIV	2025-08-07		A06408	excluded:local	applies to one named locality; outside the campaign gate
S01069	1903977	Prohibits the lease of state forests, reforestation areas, wildlife management areas and unique areas for the purpose of gas and oil production.	1	2	S 2025-04-22 50-3 roll1553618; A 2025-06-11 91-48 roll1589668 DIV	2025-12-19		A01179	candidate:batch-03	passed the title screen, not yet read
S01076	1904647	Extends the authorization granted to the county of St. Lawrence to impose an additional one percent of sales and compensating use taxes until November 30th, 2027.	1	2	S 2025-05-27 50-9 roll1581005; A 2025-05-29 108-38 roll1582072 DIV	2025-08-07		A04490	excluded:local	applies to one named locality; outside the campaign gate
S01204	1907467	Directs the metropolitan transportation authority and the New York city transit authority to rename the 110th Street - Central Park North subway station to the 110th Street - Malcolm X Plaza station.	1	2	S 2025-06-05 47-13 roll1585885 DIV; A 2025-06-16 144-0 roll1592218	2025-08-10		A05339	candidate:batch-03	passed the title screen, not yet read
S01353	1908459	Prohibits creditors from enforcing a consumer debt incurred as a result of fraud, duress, intimidation, threat, force, identity theft, exploitation of the debtor's personal information or similar economic abuse perpetrat	1	3	S 2025-05-13 46-11 roll1570754; S 2025-06-09 51-11 roll1587190; A 2025-06-11 96-50 roll1589619 DIV	2025-12-19		A03038	batch-02	imported
S01691	1914971	Extends the authorization for Otsego county to impose additional rates of sales and compensating use taxes.	1	2	S 2025-05-27 50-9 roll1592476; A 2025-06-17 104-30 roll1592477 DIV	2025-08-07		A04842	excluded:local	applies to one named locality; outside the campaign gate
S03493	1943569	Extends the expiration of the authorization for the county of Seneca to impose an additional one percent sales and compensating use tax for two years.	1	2	S 2025-05-27 51-8 roll1586174; A 2025-06-06 103-40 roll1586853 DIV	2025-08-07		A03644	excluded:local	applies to one named locality; outside the campaign gate
S03495	1943611	Extends provisions relating to the mortgage tax in the county of Steuben until December 1, 2027.	1	2	S 2025-05-27 51-8 roll1591942; A 2025-06-17 106-28 roll1592262 DIV	2025-08-07		A06659	excluded:local	applies to one named locality; outside the campaign gate
S03498	1943721	Extends the authorization of the county of Tioga to impose an additional one percent of sales and compensating use taxes through November 30, 2027.	1	2	S 2025-05-27 51-8 roll1581008; A 2025-05-29 107-39 roll1582067 DIV	2025-08-07		A06483	excluded:local	applies to one named locality; outside the campaign gate
S03499	1943752	Extends the authorization of the county of Chemung to impose an additional one percent of sales and compensating use taxes to November 30, 2027.	1	2	S 2025-05-27 51-8 roll1584875; A 2025-06-04 105-39 roll1585383 DIV	2025-08-07		A06485	excluded:local	applies to one named locality; outside the campaign gate
S03625	1945843	Extends the authorization for additional sales and use tax for Schoharie county.	1	2	S 2025-05-27 51-8 roll1592021; A 2025-06-17 105-30 roll1592629 DIV	2025-08-07		A04136	excluded:extender	extends an existing authority or expiry date without changing policy
S04858	1968839	Extends authorization for the county of Lewis to impose an additional one percent of sales and compensating use taxes until November 30, 2027.	1	2	S 2025-05-27 51-8 roll1592389; A 2025-06-17 105-29 roll1592390 DIV	2025-08-07		A05514	excluded:local	applies to one named locality; outside the campaign gate
S04906	1970952	Provides for certain victim statements to be taken at their workplace instead of the police department where such workplace was the scene of the crime and is a hospital, emergency medical facility, nursing home or reside	1	3	S 2025-05-22 57-0 roll1577966; S 2025-06-09 62-0 roll1586909; A 2025-06-11 105-41 roll1589424 DIV	2025-10-16		A06055	candidate:batch-03	passed the title screen, not yet read
S05492	1979500	Extends the authority of Dutchess county to impose a sales and compensating use tax for two additional years.	1	2	S 2025-05-27 51-8 roll1585131; A 2025-06-04 107-36 roll1585366 DIV	2025-08-07		A05970	excluded:local	applies to one named locality; outside the campaign gate
S05571	1982578	Authorizes the county of Niagara to continue to impose an additional rate of sales and compensating use taxes.	1	2	S 2025-05-27 50-9 roll1584809; A 2025-06-06 102-39 roll1586785 DIV	2025-08-07		A06750	excluded:local	applies to one named locality; outside the campaign gate
S05677	1986661	Establishes a school speed zone camera demonstration program in the city of Schenectady; repeals authorization of program December 31, 2030.	1	2	S 2025-06-12 57-2 roll1590615; A 2025-06-13 108-29 roll1591240 DIV	2025-10-27		A07669	excluded:local	applies to one named locality; outside the campaign gate
S05773	1988847	Extends authorization to impose certain taxes in the county of Sullivan.	1	2	S 2025-05-27 51-8 roll1592673; A 2025-06-18 107-27 roll1592674 DIV	2025-08-07		A08290	excluded:local	applies to one named locality; outside the campaign gate
S05941	1990515	Requires peer-to-peer car sharing programs provide insurance coverage in amounts equal to the financial responsibility requirements set forth in section three hundred eleven of the vehicle and traffic law; removes requir	1	2	S 2025-06-12 58-1 roll1590469; A 2025-06-16 102-42 roll1592415 DIV	2025-12-19		A06576	candidate:batch-03	passed the title screen, not yet read
S05984	1990967	Extends certain provisions authorizing an occupancy tax in the village of Weedsport to 12/31/2027.	1	2	S 2025-05-27 45-14 roll1592062 DIV; A 2025-06-17 113-28 roll1592640	2025-08-07		A07822	excluded:local	applies to one named locality; outside the campaign gate
S05985	1991169	Extends certain provisions authorizing an occupancy tax in the town of Skaneateles to 12/31/2027.	1	2	S 2025-05-27 45-14 roll1590305 DIV; A 2025-06-13 112-25 roll1591243	2025-08-07		A07901	excluded:local	applies to one named locality; outside the campaign gate
S05986	1991029	Extends certain provisions authorizing an occupancy tax in the village of Skaneateles to 12/31/2027.	1	2	S 2025-05-27 45-14 roll1590416 DIV; A 2025-06-13 109-24 roll1591301	2025-08-07		A07895	excluded:local	applies to one named locality; outside the campaign gate
S06212	1993570	Extends the authorization of the county of Greene to impose an additional mortgage recording tax.	1	2	S 2025-05-27 51-8 roll1591990; A 2025-06-17 104-30 roll1592373 DIV	2025-08-07		A05007	excluded:local	applies to one named locality; outside the campaign gate
S06213	1993685	Extends the authorization for imposition of additional sales and compensating use taxes in Greene county.	1	2	S 2025-05-27 51-8 roll1592015; A 2025-06-17 103-31 roll1592537 DIV	2025-08-07		A04986	excluded:local	applies to one named locality; outside the campaign gate
S06215	1993689	Extends authorization for the county of Fulton to impose an additional one percent of sales and compensating use taxes until November 30, 2027.	1	2	S 2025-05-27 51-8 roll1584895; A 2025-06-06 101-39 roll1586448 DIV	2025-08-07		A07447	excluded:local	applies to one named locality; outside the campaign gate
S06264	1994883	Extends the authorization granted to the county of Broome to impose an additional one percent of sales and compensating use taxes for two years.	1	2	S 2025-05-27 51-8 roll1586611; A 2025-06-09 107-37 roll1587491 DIV	2025-08-07		A06841	excluded:local	applies to one named locality; outside the campaign gate
