bill	status	chamber	roll	stored_roll	date	tally	passed	in_db	kept	last_in_chamber	vote_no	desc	subjects	title	disposition	reason
SB414	vetoed	house	1576990	1576990	2025-05-23	27-15	1	yes	t	yes		Assembly Final Passage		Revises provisions relating to governmental administration. (BDR 23-1111)		
SB414	vetoed	senate	1550646	1550646	2025-04-16	13-8	1	yes	t	yes		Senate Final Passage		Revises provisions relating to governmental administration. (BDR 23-1111)		
SB422	vetoed	house	1583777	1583777	2025-06-02	27-15	1	yes	t	yes		Assembly Final Passage		Revises provisions relating to voting. (BDR 24-954)		
SB422	vetoed	senate	1578482	1578482	2025-05-26	13-7	1	yes	t	yes		Senate Final Passage		Revises provisions relating to voting. (BDR 24-954)		
SB428	vetoed	senate	1554937	1554937	2025-04-22	14-7	1	yes	t	yes		Senate Final Passage		Revises provisions relating to public office. (BDR 23-955)		
SB431	failed	senate	1581977	1581977	2025-05-29	16-5	1	yes	t	yes		Senate Final Passage		Revises provisions relating to the excise tax on live entertainment. (BDR 32-692)		
SB447	vetoed	house	1576967	1576967	2025-05-23	27-15	1	yes	t	yes		Assembly Final Passage		Revises provisions relating to public works. (BDR 28-968)		
SB447	vetoed	senate	1552962	1552962	2025-04-21	16-5	1	yes	t	yes		Senate Final Passage		Revises provisions relating to public works. (BDR 28-968)		
SB450	failed	senate	1551466	1551466	2025-04-17	11-10	1	yes	t	yes		Senate Final Passage		Revises provisions relating to bailiffs and deputy marshals in certain courts. (BDR 1-1019		
SB495	failed	senate	1583647	1583647	2025-06-02	13-8	1	yes	t	yes		Senate Final Passage		Revises provisions relating to health care. (BDR 40-1037)		
SB63	failed	house	1583741	1583741	2025-06-02	26-15	1	yes	t	yes		Assembly Final Passage		Revises provisions relating to the processing of certain data. (BDR 52-505)		
SB63	failed	senate	1578740	1578740	2025-05-27	13-8	1	yes	t	yes		Senate Final Passage		Revises provisions relating to the processing of certain data. (BDR 52-505)		
SB71	vetoed	house	1576257	1576257	2025-05-22	33-9	1	yes	t	yes		Assembly Final Passage		Revises provisions relating to governmental administration. (BDR 27-366)		
SB74	failed	house	1583801	1583801	2025-06-02	28-14	1	yes	t	yes		Assembly Final Passage		Revises provisions relating to elections. (BDR 24-482)		
SB74	failed	senate	1578517	1578517	2025-05-26	13-7	1	yes	t	yes		Senate Final Passage		Revises provisions relating to elections. (BDR 24-482)		
SB85	vetoed	house	1583179	1583179	2025-06-02	27-15	1	yes	t	yes		Assembly Final Passage		Revises provisions relating to public safety. (BDR 43-490)		
SB85	vetoed	senate	1580710	1580710	2025-05-28	11-8	1	yes	t	yes		Senate Final Passage		Revises provisions relating to public safety. (BDR 43-490)		
SB89	vetoed	house	1577027	1577027	2025-05-23	27-15	1	yes	t	yes		Assembly Final Passage		Revises provisions relating to firearms. (BDR 15-174)		
SB89	vetoed	senate	1573331	1573331	2025-05-19	12-8	1	yes	t	yes		Senate Final Passage		Revises provisions relating to firearms. (BDR 15-174)		
SB93	vetoed	house	1576195	1576195	2025-05-22	27-15	1	yes	t	yes		Assembly Final Passage		Establishes certain labor standards for the award of grants of federal money by a state ag		
SB93	vetoed	senate	1551260	1551260	2025-04-17	13-8	1	yes	t	yes		Senate Final Passage		Establishes certain labor standards for the award of grants of federal money by a state ag		
SB99	vetoed	house	1575046	1575046	2025-05-21	27-15	1	yes	t	yes		Assembly Final Passage		Authorizes, under certain circumstances, certain governing bodies of a city or county to i	batch-05	housing_affordability/for
SB99	vetoed	senate	1552296	1552296	2025-04-18	14-6	1	yes	t	yes		Senate Final Passage		Authorizes, under certain circumstances, certain governing bodies of a city or county to i	batch-05	housing_affordability/for
