bill	bill_id	chamber	roll_call_id	date	tally	rolls_in_chamber	engrossed_texts	status	chapter	question_from_history	title	description	disposition	reason
H0667	2116965	house	1650920	2026-03-03	46-21	1	0	4	167	Read Third Time in Full -- PASSED 46-21-3	Amends existing law to eliminate the nondomiciled CDL program in Idaho.	MOTOR VEHICLES -- Amends existing law to eliminate the nondomiciled CDL program in Idaho.	candidate:unbatched	
H0667	2116965	senate	1668978	2026-03-24	29-4	1	0	4	167	Read third time in full -- PASSED 29-4-2	Amends existing law to eliminate the nondomiciled CDL program in Idaho.	MOTOR VEHICLES -- Amends existing law to eliminate the nondomiciled CDL program in Idaho.	out-of-gate:not-divided	
H0668	2116949	house	1659015	2026-03-10	68-1	1	1	2			Amends and adds to existing law to provide for penalties, enforcement requirements, and affirmative defenses regarding child custody interference.	CHILD CUSTODY INTERFERENCE -- Amends and adds to existing law to provide for penalties, enforcement requirements, and affirmative defenses regarding child custody interference.	out-of-gate:not-enacted	
H0670	2116973	house	1655631	2026-03-05	59-10	1	0	2		Read Third Time in Full -- PASSED 59-10-1	Amends existing law to revise provisions regarding budget limitations and exceptions and to revise certain definitions regarding urban renewal financing.	REVENUE AND TAXATION -- Amends existing law to revise provisions regarding budget limitations and exceptions and to revise certain definitions regarding urban renewal financing.	out-of-gate:not-enacted	
H0672	2117649	house	1657481	2026-03-09	66-0	1	0	2		Read Third Time in Full -- PASSED 66-0-4	Amends existing law to provide that the executive budget document shall not contain certain logos, mottos, or slogans.	EXECUTIVE BUDGET -- Amends existing law to provide that the executive budget document shall not contain certain logos, mottos, or slogans.	out-of-gate:not-enacted	
H0674	2117724	house	1656646	2026-03-06	65-1	1	0	5		Read Third Time in Full -- PASSED 65-1-4	Amends and adds to existing law to revise provisions regarding the discontinuation of telecommunication service.	TELECOMMUNICATION SERVICE -- Amends and adds to existing law to revise provisions regarding the discontinuation of telecommunication service.	out-of-gate:not-enacted	
H0674	2117724	senate	1671401	2026-03-26	22-12	1	0	5		Read third time in full -- PASSED 22-12-1	Amends and adds to existing law to revise provisions regarding the discontinuation of telecommunication service.	TELECOMMUNICATION SERVICE -- Amends and adds to existing law to revise provisions regarding the discontinuation of telecommunication service.	out-of-gate:not-enacted	
H0676	2117668	house	1646927	2026-02-26	68-2	1	0	4	65	Read Third Time in Full -- PASSED 68-2-0	Amends existing law to provide for the municipal use of geothermal water.	GEOTHERMAL -- Amends existing law to provide for the municipal use of geothermal water.	out-of-gate:not-divided	
H0676	2117668	senate	1663928	2026-03-16	35-0	1	0	4	65	Read third time in full -- PASSED 35-0-0	Amends existing law to provide for the municipal use of geothermal water.	GEOTHERMAL -- Amends existing law to provide for the municipal use of geothermal water.	out-of-gate:not-divided	
H0678	2117680	house	1671386	2026-03-26	63-3	2	1	4	242		Adds to existing law to provide for the checking of wolf traps.	TRAPPING -- Adds to existing law to provide for the checking of wolf traps.	out-of-gate:not-divided	
H0678	2117680	senate	1668982	2026-03-24	34-0	1	1	4	242	Read third time as amended in the Senate -- PASSED 34-0-1	Adds to existing law to provide for the checking of wolf traps.	TRAPPING -- Adds to existing law to provide for the checking of wolf traps.	out-of-gate:not-divided	
H0680	2117707	house	1663662	2026-03-16	68-0	1	0	2		Read Third Time in Full -- PASSED 68-0-2	Amends existing law to revise provisions regarding interviews of alleged child abuse victims.	CHILD PROTECTIVE ACT -- Amends existing law to revise provisions regarding interviews of alleged child abuse victims.	out-of-gate:not-enacted	
H0681	2117705	house	1659113	2026-03-10	64-0	1	0	4	191		Amends existing law to provide that there shall be no statute of limitations for certain felonies.	CRIMINAL PROCEDURE -- Amends existing law to provide that there shall be no statute of limitations for certain felonies.	out-of-gate:not-divided	
H0681	2117705	senate	1669082	2026-03-24	34-0	1	0	4	191	Read third time in full -- PASSED 34-0-1	Amends existing law to provide that there shall be no statute of limitations for certain felonies.	CRIMINAL PROCEDURE -- Amends existing law to provide that there shall be no statute of limitations for certain felonies.	out-of-gate:not-divided	
H0683	2117634	house	1646930	2026-02-26	69-0	1	0	4	204	Read Third Time in Full -- PASSED 69-0-1	Amends existing law to revise provisions regarding where a sex offender resides.	SEX OFFENDERS -- Amends existing law to revise provisions regarding where a sex offender resides.	out-of-gate:not-divided	
H0683	2117634	senate	1669166	2026-03-24	33-0	1	0	4	204	Read third time in full -- PASSED 33-0-2	Amends existing law to revise provisions regarding where a sex offender resides.	SEX OFFENDERS -- Amends existing law to revise provisions regarding where a sex offender resides.	out-of-gate:not-divided	
H0684	2117624	house	1671549	2026-03-26	66-0	2	1	4	224		Adds to existing law to authorize a sheriff's office to seek reimbursement for costs of recapture.	COUNTY SHERIFFS -- Adds to existing law to authorize a sheriff's office to seek reimbursement for costs of recapture.	out-of-gate:not-divided	
H0684	2117624	senate	1669010	2026-03-24	34-0	1	1	4	224	Read third time as amended in the Senate -- PASSED 34-0-1	Adds to existing law to authorize a sheriff's office to seek reimbursement for costs of recapture.	COUNTY SHERIFFS -- Adds to existing law to authorize a sheriff's office to seek reimbursement for costs of recapture.	out-of-gate:not-divided	
H0685	2117653	house	1655368	2026-03-05	38-31	1	0	2		Read Third Time in Full -- PASSED 38-31-1	Adds to existing law to prohibit the use of a mask or disguise during a criminal offense and to provide for a sentencing enhancement.	CRIMES AND PUNISHMENT -- Adds to existing law to prohibit the use of a mask or disguise during a criminal offense and to provide for a sentencing enhancement.	out-of-gate:not-enacted	
H0686	2117641	house	1655360	2026-03-05	65-4	1	0	4	68	Read Third Time in Full -- PASSED 65-4-1	Amends existing law to revise a provision regarding employment of relatives and to provide an exemption regarding the employment of certain relatives.	BRIBERY AND CORRUPTION -- Amends existing law to revise a provision regarding employment of relatives and to provide an exemption regarding the employment of certain relatives.	out-of-gate:not-divided	
H0686	2117641	senate	1663823	2026-03-16	34-0	1	0	4	68	Read third time in full -- PASSED 34-0-1	Amends existing law to revise a provision regarding employment of relatives and to provide an exemption regarding the employment of certain relatives.	BRIBERY AND CORRUPTION -- Amends existing law to revise a provision regarding employment of relatives and to provide an exemption regarding the employment of certain relatives.	out-of-gate:not-divided	
H0687	2117670	house	1649871	2026-03-02	56-11	1	0	2		Read Third Time in Full -- PASSED 56-11-3	Adds to existing law to establish provisions regarding unbiased artificial intelligence in state government purchasing.	PROCUREMENT -- Adds to existing law to establish provisions regarding unbiased artificial intelligence in state government purchasing.	out-of-gate:not-enacted	
H0688	2117661	house	1649982	2026-03-02	54-13	1	0	4	95	Read Third Time in Full -- PASSED 54-13-3	Repeals and adds to existing law to provide for prohibited acts and penalties regarding air bags and air bag systems.	MOTOR VEHICLES -- Repeals and adds to existing law to provide for prohibited acts and penalties regarding air bags and air bag systems.	out-of-gate:not-divided	
H0688	2117661	senate	1664825	2026-03-17	29-5	1	0	4	95	Read third time in full -- PASSED 29-5-1	Repeals and adds to existing law to provide for prohibited acts and penalties regarding air bags and air bag systems.	MOTOR VEHICLES -- Repeals and adds to existing law to provide for prohibited acts and penalties regarding air bags and air bag systems.	out-of-gate:not-divided	
H0689	2117677	house	1642396	2026-02-24	68-0	1	0	4	202	Read Third Time in Full -- PASSED 68-0-2	Amends existing law to revise a provision regarding an administrative subpoena.	ADMINISTRATIVE SUBPOENAS -- Amends existing law to revise a provision regarding an administrative subpoena.	out-of-gate:not-divided	
H0689	2117677	senate	1669022	2026-03-24	34-0	1	0	4	202	Read third time in full -- PASSED 34-0-1	Amends existing law to revise a provision regarding an administrative subpoena.	ADMINISTRATIVE SUBPOENAS -- Amends existing law to revise a provision regarding an administrative subpoena.	out-of-gate:not-divided	
H0690	2117716	house	1642366	2026-02-24	68-0	1	0	4	182	Read Third Time in Full -- PASSED 68-0-2	Amends and repeals existing law to remove provisions regarding sobriety and drug monitoring programs.	ATTORNEY GENERAL -- Amends and repeals existing law to remove provisions regarding sobriety and drug monitoring programs.	out-of-gate:not-divided	
H0690	2117716	senate	1668995	2026-03-24	34-0	1	0	4	182	Read third time in full -- PASSED 34-0-1	Amends and repeals existing law to remove provisions regarding sobriety and drug monitoring programs.	ATTORNEY GENERAL -- Amends and repeals existing law to remove provisions regarding sobriety and drug monitoring programs.	out-of-gate:not-divided	
H0692	2117603	house	1655352	2026-03-05	54-13	1	1	2		Read third time in full as amended -- PASSED 54-13-3	Amends and adds to existing law to provide for attendance at child protection hearings.	CHILD PROTECTION -- Amends and adds to existing law to provide for attendance at child protection hearings.	out-of-gate:not-enacted	
H0695	2117685	house	1650985	2026-03-03	68-0	1	0	4	82	Read Third Time in Full -- PASSED 68-0-2	Amends existing law to revise a provision regarding a fee for service.	FORCIBLE ENTRY AND UNLAWFUL DETAINER -- Amends existing law to revise a provision regarding a fee for service.	out-of-gate:not-divided	
H0695	2117685	senate	1664797	2026-03-17	34-0	1	0	4	82	Read third time in full -- PASSED 34-0-1	Amends existing law to revise a provision regarding a fee for service.	FORCIBLE ENTRY AND UNLAWFUL DETAINER -- Amends existing law to revise a provision regarding a fee for service.	out-of-gate:not-divided	
H0696	2117597	house	1655074	2026-03-05	68-0	1	0	4	176	Read Third Time in Full -- PASSED 68-0-2	Amends existing law to revise the definition of “sexual contact.”	PRISONERS -- Amends existing law to revise the definition of “sexual contact.”	out-of-gate:not-divided	
H0696	2117597	senate	1669015	2026-03-24	34-0	1	0	4	176	Read third time in full -- PASSED 34-0-1	Amends existing law to revise the definition of “sexual contact.”	PRISONERS -- Amends existing law to revise the definition of “sexual contact.”	out-of-gate:not-divided	
H0697	2117709	house	1651339	2026-03-03	68-0	1	0	4	63	Read Third Time in Full -- PASSED 68-0-2	Repeals and adds to existing law to provide for the crime of illegal voting, to provide for the crime of interference with an election, and to provide for the c	ELECTIONS -- Repeals and adds to existing law to provide for the crime of illegal voting, to provide for the crime of interference with an election, and to provide for the crime of tampering with voting machines or vote	out-of-gate:not-divided	
H0697	2117709	senate	1663661	2026-03-16	35-0	1	0	4	63	Read third time in full -- PASSED 35-0-0	Repeals and adds to existing law to provide for the crime of illegal voting, to provide for the crime of interference with an election, and to provide for the c	ELECTIONS -- Repeals and adds to existing law to provide for the crime of illegal voting, to provide for the crime of interference with an election, and to provide for the crime of tampering with voting machines or vote	out-of-gate:not-divided	
H0698	2117644	house	1642367	2026-02-24	68-0	1	0	4	64	Read Third Time in Full -- PASSED 68-0-2	Amends existing law to revise a provision regarding voting by persons convicted of felonies in other states.	VOTING -- Amends existing law to revise a provision regarding voting by persons convicted of felonies in other states.	out-of-gate:not-divided	
H0698	2117644	senate	1663460	2026-03-16	35-0	1	0	4	64	Read third time in full -- PASSED 35-0-0	Amends existing law to revise a provision regarding voting by persons convicted of felonies in other states.	VOTING -- Amends existing law to revise a provision regarding voting by persons convicted of felonies in other states.	out-of-gate:not-divided	
H0700	2117595	house	1648191	2026-02-27	36-33	1	0	2		Read Third Time in Full -- PASSED 36-33-1	Adds to existing law to establish provisions prohibiting the unlawful employment of unauthorized aliens.	UNAUTHORIZED ALIENS -- Adds to existing law to establish provisions prohibiting the unlawful employment of unauthorized aliens.	out-of-gate:not-enacted	
H0702	2117665	house	1657759	2026-03-09	61-6	1	0	2		Read Third Time in Full -- PASSED 61-6-3	Amends existing law to revise a provision regarding applicability and choice of law, to remove provisions regarding applicability and choice of law, to remove p	COMMERCIAL TRANSACTIONS -- Amends existing law to revise a provision regarding applicability and choice of law, to remove provisions regarding applicability and choice of law, to remove provisions regarding priority amon	out-of-gate:not-enacted	
H0703	2117720	house	1671399	2026-03-26	67-0	2	1	4	221		Amends, repeals, and adds to existing law to revise provisions regarding the Division of Occupational and Professional Licenses.	OCCUPATIONAL AND PROFESSIONAL LICENSING -- Amends, repeals, and adds to existing law to revise provisions regarding the Division of Occupational and Professional Licenses.	out-of-gate:not-divided	
H0703	2117720	senate	1668108	2026-03-23	32-1	1	1	4	221	Read third time as amended in the Senate -- PASSED 32-1-2	Amends, repeals, and adds to existing law to revise provisions regarding the Division of Occupational and Professional Licenses.	OCCUPATIONAL AND PROFESSIONAL LICENSING -- Amends, repeals, and adds to existing law to revise provisions regarding the Division of Occupational and Professional Licenses.	out-of-gate:not-divided	
H0704	2117622	house	1647779	2026-02-27	43-26	1	0	2		Read Third Time in Full -- PASSED 43-26-1	Adds to existing law to establish certain requirements for employers to verify the lawful status of workers.	UNAUTHORIZED WORKERS -- Adds to existing law to establish certain requirements for employers to verify the lawful status of workers.	out-of-gate:not-enacted	
H0706	2117689	house	1669076	2026-03-24	63-7	1	0	4	320		Adds to existing law to establish provisions regarding single stairway building exceptions.	IDAHO BUILDING CODES -- Adds to existing law to establish provisions regarding single stairway building exceptions.	out-of-gate:not-divided	
H0706	2117689	senate	1675360	2026-04-01	18-17	1	0	4	320	Read in full as required) -- PASSED 18-17-0	Adds to existing law to establish provisions regarding single stairway building exceptions.	IDAHO BUILDING CODES -- Adds to existing law to establish provisions regarding single stairway building exceptions.	candidate:unbatched	
H0707	2117627	house	1657415	2026-03-09	64-0	1	0	4	170		Adds to existing law to provide for an administrative process for certain land divisions.	MUNICIPAL CORPORATIONS -- Adds to existing law to provide for an administrative process for certain land divisions.	out-of-gate:not-divided	
H0707	2117627	senate	1669001	2026-03-24	32-2	1	0	4	170	Read third time in full -- PASSED 32-2-1	Adds to existing law to provide for an administrative process for certain land divisions.	MUNICIPAL CORPORATIONS -- Adds to existing law to provide for an administrative process for certain land divisions.	out-of-gate:not-divided	
H0711	2117692	house	1649668	2026-03-02	58-9	1	0	4	254	Read Third Time in Full -- PASSED 58-9-3	Amends and adds to existing law to provide for alternative authorization for administrators and to authorize the use of funds for related mentoring.	EDUCATION -- Amends and adds to existing law to provide for alternative authorization for administrators and to authorize the use of funds for related mentoring.	out-of-gate:not-divided	
H0711	2117692	senate	1671402	2026-03-26	30-5	1	0	4	254	Read third time in full -- PASSED 30-5-0	Amends and adds to existing law to provide for alternative authorization for administrators and to authorize the use of funds for related mentoring.	EDUCATION -- Amends and adds to existing law to provide for alternative authorization for administrators and to authorize the use of funds for related mentoring.	out-of-gate:not-divided	
H0712	2117664	house	1649293	2026-03-02	67-0	1	0	4	158	Read Third Time in Full -- PASSED 67-0-3	Adds to existing law to provide for the Idaho State Seal of Excellence in Civics Program.	EDUCATION -- Adds to existing law to provide for the Idaho State Seal of Excellence in Civics Program.	out-of-gate:not-divided	
H0712	2117664	senate	1667989	2026-03-23	33-0	1	0	4	158	Read third time in full -- PASSED 33-0-2	Adds to existing law to provide for the Idaho State Seal of Excellence in Civics Program.	EDUCATION -- Adds to existing law to provide for the Idaho State Seal of Excellence in Civics Program.	out-of-gate:not-divided	
H0714	2118401	house	1655894	2026-03-05	68-0	1	0	4	89	Read Third Time in Full -- PASSED 68-0-2	Amends and adds to existing law to provide for hazardous waste management.	HAZARDOUS WASTE -- Amends and adds to existing law to provide for hazardous waste management.	out-of-gate:not-divided	
H0714	2118401	senate	1664576	2026-03-17	34-0	1	0	4	89	Read third time in full -- PASSED 34-0-1	Amends and adds to existing law to provide for hazardous waste management.	HAZARDOUS WASTE -- Amends and adds to existing law to provide for hazardous waste management.	out-of-gate:not-divided	
H0715	2118506	house	1649974	2026-03-02	59-8	1	0	4	150	Read Third Time in Full -- PASSED 59-8-3	Amends existing law to revise provisions regarding the powers and duties of library boards of trustees to hire and terminate library directors.	PUBLIC LIBRARIES -- Amends existing law to revise provisions regarding the powers and duties of library boards of trustees to hire and terminate library directors.	out-of-gate:not-divided	
H0715	2118506	senate	1667591	2026-03-23	28-6	1	0	4	150	Read third time in full -- PASSED 28-6-1	Amends existing law to revise provisions regarding the powers and duties of library boards of trustees to hire and terminate library directors.	PUBLIC LIBRARIES -- Amends existing law to revise provisions regarding the powers and duties of library boards of trustees to hire and terminate library directors.	out-of-gate:not-divided	
H0716	2118423	house	1659066	2026-03-10	70-0	1	0	4	98	Read Third Time in Full -- PASSED 70-0-0	Amends existing law to revise provisions regarding apportionment of the Highway Distribution Account, to remove a limitation regarding revenues received from fu	TRANSPORTATION -- Amends existing law to revise provisions regarding apportionment of the Highway Distribution Account, to remove a limitation regarding revenues received from fuel taxes, and to revise a provision regard	out-of-gate:not-divided	
H0716	2118423	senate	1664780	2026-03-17	34-0	1	0	4	98	Read third time in full -- PASSED 34-0-1	Amends existing law to revise provisions regarding apportionment of the Highway Distribution Account, to remove a limitation regarding revenues received from fu	TRANSPORTATION -- Amends existing law to revise provisions regarding apportionment of the Highway Distribution Account, to remove a limitation regarding revenues received from fuel taxes, and to revise a provision regard	out-of-gate:not-divided	
H0717	2118291	house	1659072	2026-03-10	36-34	1	1	2			Amends existing law to provide for registration fees.	MOTOR VEHICLES -- Amends existing law to provide for registration fees.	out-of-gate:not-enacted	
H0720	2118446	house	1651337	2026-03-03	55-13	1	0	2		Read Third Time in Full -- PASSED 55-13-2	Amends existing law to provide that cities with 25,000 residents or less may provide for election of councilmen by districts and that cities with greater than 2	MUNICIPALITIES -- Amends existing law to provide that cities with 25,000 residents or less may provide for election of councilmen by districts and that cities with greater than 25,000 residents shall provide for the elec	out-of-gate:not-enacted	
H0721	2118468	house	1663656	2026-03-16	69-0	1	0	4	277	Read Third Time in Full -- PASSED 69-0-1	Amends existing law to revise provisions regarding public school building plan reviews.	IDAHO BUILDING CODE ACT -- Amends existing law to revise provisions regarding public school building plan reviews.	out-of-gate:not-divided	
H0721	2118468	senate	1673289	2026-03-30	34-0	1	0	4	277	Read third time in full -- PASSED 34-0-1	Amends existing law to revise provisions regarding public school building plan reviews.	IDAHO BUILDING CODE ACT -- Amends existing law to revise provisions regarding public school building plan reviews.	out-of-gate:not-divided	
H0722	2118312	house	1661744	2026-03-12	65-0	1	0	4	187		Amends existing law to revise provisions regarding certain rate-regulated electric companies and gas companies.	TAXATION -- Amends existing law to revise provisions regarding certain rate-regulated electric companies and gas companies.	out-of-gate:not-divided	
H0722	2118312	senate	1669099	2026-03-24	34-0	1	0	4	187	Read third time in full -- PASSED 34-0-1	Amends existing law to revise provisions regarding certain rate-regulated electric companies and gas companies.	TAXATION -- Amends existing law to revise provisions regarding certain rate-regulated electric companies and gas companies.	out-of-gate:not-divided	
H0723	2118947	house	1651383	2026-03-03	42-25	1	0	4	139	Read Third Time in Full -- PASSED 42-25-3	Adds to existing law to provide for department oversight for residential care facilities, licensing requirements, facility documentation requirements, and the y	CHILD CARE LICENSING -- Adds to existing law to provide for department oversight for residential care facilities, licensing requirements, facility documentation requirements, and the youth bill of rights.	candidate:unbatched	
H0723	2118947	senate	1665715	2026-03-18	32-3	1	0	4	139	Read third time in full -- PASSED 32-3-0	Adds to existing law to provide for department oversight for residential care facilities, licensing requirements, facility documentation requirements, and the y	CHILD CARE LICENSING -- Adds to existing law to provide for department oversight for residential care facilities, licensing requirements, facility documentation requirements, and the youth bill of rights.	out-of-gate:not-divided	
H0724	2119139	house	1657960	2026-03-09	58-7	1	0	4	132		Adds to existing law to provide for a notice of safety-related rights for foster children.	CHILD CARE LICENSING -- Adds to existing law to provide for a notice of safety-related rights for foster children.	out-of-gate:not-divided	
H0724	2119139	senate	1664827	2026-03-17	30-3	1	0	4	132	Read third time in full -- PASSED 30-3-2	Adds to existing law to provide for a notice of safety-related rights for foster children.	CHILD CARE LICENSING -- Adds to existing law to provide for a notice of safety-related rights for foster children.	out-of-gate:not-divided	
H0725	2118997	house	1665807	2026-03-18	30-40	1	0	1		Read Third Time in Full -- FAILED 30-40-0	Amends existing law to provide that the director of the Department of Administration may provide certain services to cities.	DEPARTMENT OF ADMINISTRATION -- Amends existing law to provide that the director of the Department of Administration may provide certain services to cities.	out-of-gate:not-enacted	
H0727	2119090	house	1650885	2026-03-03	68-0	1	0	4	121	Read Third Time in Full -- PASSED 68-0-2	Amends existing law to revise a provision regarding video voyeurism and to revise a penalty for disclosing explicit synthetic media.	SEX CRIMES -- Amends existing law to revise a provision regarding video voyeurism and to revise a penalty for disclosing explicit synthetic media.	out-of-gate:not-divided	
H0727	2119090	senate	1667131	2026-03-20	35-0	1	0	4	121	Read third time in full -- PASSED 35-0-0	Amends existing law to revise a provision regarding video voyeurism and to revise a penalty for disclosing explicit synthetic media.	SEX CRIMES -- Amends existing law to revise a provision regarding video voyeurism and to revise a penalty for disclosing explicit synthetic media.	out-of-gate:not-divided	
H0728	2119184	house	1671452	2026-03-26	67-0	2	1	4	222		Amends existing law to revise provisions regarding educational staff, teachers, and certificates.	EDUCATION -- Amends existing law to revise provisions regarding educational staff, teachers, and certificates.	out-of-gate:not-divided	
H0728	2119184	senate	1668143	2026-03-23	32-1	1	1	4	222	Read third time as amended in the Senate -- PASSED 32-1-2	Amends existing law to revise provisions regarding educational staff, teachers, and certificates.	EDUCATION -- Amends existing law to revise provisions regarding educational staff, teachers, and certificates.	out-of-gate:not-divided	
H0730	2120484	house	1673691	2026-03-31	57-4	2	1	4	294		Amends and adds to existing law to establish provisions regarding Supplemental Nutrition Assistance Program integrity measures and verification.	SUPPLEMENTAL NUTRITION ASSISTANCE PROGRAM -- Amends and adds to existing law to establish provisions regarding Supplemental Nutrition Assistance Program integrity measures and verification.	out-of-gate:not-divided	
H0730	2120484	senate	1673084	2026-03-30	29-6	1	1	4	294	Read third time as amended in the Senate -- PASSED 29-6-0	Amends and adds to existing law to establish provisions regarding Supplemental Nutrition Assistance Program integrity measures and verification.	SUPPLEMENTAL NUTRITION ASSISTANCE PROGRAM -- Amends and adds to existing law to establish provisions regarding Supplemental Nutrition Assistance Program integrity measures and verification.	out-of-gate:not-divided	
H0731	2120436	house	1642702	2026-02-24	68-0	1	0	4	72	Read Third Time in Full -- PASSED 68-0-2	Adds to existing law to provide for the State of Idaho to elect to participate in the federal tax credit scholarship program.	EDUCATION -- Adds to existing law to provide for the State of Idaho to elect to participate in the federal tax credit scholarship program.	out-of-gate:not-divided	
H0731	2120436	senate	1661772	2026-03-12	30-5	1	0	4	72	Read third time in full -- PASSED 30-5-0	Adds to existing law to provide for the State of Idaho to elect to participate in the federal tax credit scholarship program.	EDUCATION -- Adds to existing law to provide for the State of Idaho to elect to participate in the federal tax credit scholarship program.	out-of-gate:not-divided	
H0733	2120578	house	1651343	2026-03-03	65-0	1	0	4	81	Read Third Time in Full -- PASSED 65-0-5	Amends and adds to existing law to revise provisions regarding the taxation of partnership income.	TAXATION -- Amends and adds to existing law to revise provisions regarding the taxation of partnership income.	out-of-gate:not-divided	
H0733	2120578	senate	1664720	2026-03-17	34-0	1	0	4	81	Read third time in full -- PASSED 34-0-1	Amends and adds to existing law to revise provisions regarding the taxation of partnership income.	TAXATION -- Amends and adds to existing law to revise provisions regarding the taxation of partnership income.	out-of-gate:not-divided	
H0734	2120513	house	1655355	2026-03-05	62-6	1	0	4	104	Read Third Time in Full -- PASSED 62-6-2	Amends existing law to revise provisions regarding the allocation of certain tax revenue.	TAXATION -- Amends existing law to revise provisions regarding the allocation of certain tax revenue.	out-of-gate:not-divided	
H0734	2120513	senate	1664956	2026-03-17	34-0	1	0	4	104	Read third time in full -- PASSED 34-0-1	Amends existing law to revise provisions regarding the allocation of certain tax revenue.	TAXATION -- Amends existing law to revise provisions regarding the allocation of certain tax revenue.	out-of-gate:not-divided	
H0736	2120499	house	1655408	2026-03-05	68-1	1	0	4	186	Read Third Time in Full -- PASSED 68-1-1	Amends existing law to revise provisions regarding the form and contents of ballots to be prepared by the Secretary of State.	ELECTIONS -- Amends existing law to revise provisions regarding the form and contents of ballots to be prepared by the Secretary of State.	out-of-gate:not-divided	
H0736	2120499	senate	1668964	2026-03-24	34-0	1	0	4	186	Read third time in full -- PASSED 34-0-1	Amends existing law to revise provisions regarding the form and contents of ballots to be prepared by the Secretary of State.	ELECTIONS -- Amends existing law to revise provisions regarding the form and contents of ballots to be prepared by the Secretary of State.	out-of-gate:not-divided	
H0737	2120550	house	1646456	2026-02-26	66-4	1	0	4	66	Read Third Time in Full -- PASSED 66-4-0	Amends, repeals, and adds to existing law to merge the Office of Species Conservation and the Office of Energy and Mineral Resources.	NATURAL RESOURCES -- Amends, repeals, and adds to existing law to merge the Office of Species Conservation and the Office of Energy and Mineral Resources.	out-of-gate:not-divided	
H0737	2120550	senate	1663485	2026-03-16	30-2	1	0	4	66	Read third time in full -- PASSED 30-2-3	Amends, repeals, and adds to existing law to merge the Office of Species Conservation and the Office of Energy and Mineral Resources.	NATURAL RESOURCES -- Amends, repeals, and adds to existing law to merge the Office of Species Conservation and the Office of Energy and Mineral Resources.	out-of-gate:not-divided	
H0738	2120472	house	1655344	2026-03-05	68-0	1	0	4	80	Read Third Time in Full -- PASSED 68-0-2	Amends existing law to provide that the organizer of a limited liability company may use the street and mailing addresses of a company's commercial registered a	LIMITED LIABILITY COMPANIES -- Amends existing law to provide that the organizer of a limited liability company may use the street and mailing addresses of a company's commercial registered agent in certain circumstances	out-of-gate:not-divided	
H0738	2120472	senate	1664886	2026-03-17	33-0	1	0	4	80	Read third time in full -- PASSED 33-0-2	Amends existing law to provide that the organizer of a limited liability company may use the street and mailing addresses of a company's commercial registered a	LIMITED LIABILITY COMPANIES -- Amends existing law to provide that the organizer of a limited liability company may use the street and mailing addresses of a company's commercial registered agent in certain circumstances	out-of-gate:not-divided	
H0742	2121104	house	1655600	2026-03-05	67-0	1	0	4	143	Read Third Time in Full -- PASSED 67-0-3	Amends existing law to provide for cancellation or discharge of an encumbrance by an Idaho vehicle dealer and to allow electronic motor vehicle records as evide	VEHICLE TITLES -- Amends existing law to provide for cancellation or discharge of an encumbrance by an Idaho vehicle dealer and to allow electronic motor vehicle records as evidence of ownership.	out-of-gate:not-divided	
H0742	2121104	senate	1667474	2026-03-23	33-0	1	0	4	143	Read third time in full -- PASSED 33-0-2	Amends existing law to provide for cancellation or discharge of an encumbrance by an Idaho vehicle dealer and to allow electronic motor vehicle records as evide	VEHICLE TITLES -- Amends existing law to provide for cancellation or discharge of an encumbrance by an Idaho vehicle dealer and to allow electronic motor vehicle records as evidence of ownership.	out-of-gate:not-divided	
H0745	2121118	house	1651003	2026-03-03	45-23	1	0	2		Read Third Time in Full -- PASSED 45-23-2	Amends and adds to existing law to establish provisions regarding the prohibition of taxpayer funding of government unions.	COLLECTIVE BARGAINING -- Amends and adds to existing law to establish provisions regarding the prohibition of taxpayer funding of government unions.	out-of-gate:not-enacted	
H0749	2121108	house	1655375	2026-03-05	69-0	1	0	4	97	Read Third Time in Full -- PASSED 69-0-1	Amends existing law to revise provisions regarding costs associated with the annexation of certain property by cities.	ANNEXATION BY CITIES -- Amends existing law to revise provisions regarding costs associated with the annexation of certain property by cities.	out-of-gate:not-divided	
H0749	2121108	senate	1664838	2026-03-17	34-0	1	0	4	97	Read third time in full -- PASSED 34-0-1	Amends existing law to revise provisions regarding costs associated with the annexation of certain property by cities.	ANNEXATION BY CITIES -- Amends existing law to revise provisions regarding costs associated with the annexation of certain property by cities.	out-of-gate:not-divided	
H0750	2121142	house	1659031	2026-03-10	53-15	1	1	2			Amends and adds to existing law to establish provisions regarding programmable money.	TRANSACTIONS -- Amends and adds to existing law to establish provisions regarding programmable money.	out-of-gate:not-enacted	
H0750	2121142	senate	1673290	2026-03-30	13-21	1	1	2		Read third time in full -- FAILED 13-21-1	Amends and adds to existing law to establish provisions regarding programmable money.	TRANSACTIONS -- Amends and adds to existing law to establish provisions regarding programmable money.	out-of-gate:not-enacted	
H0751	2121121	house	1645433	2026-02-25	70-0	1	0	4	107	Read Third Time in Full -- PASSED 70-0-0	Amends existing law to revise provisions regarding a sales and use tax rebate for certain developers of certain retail complexes.	SALES AND USE TAX -- Amends existing law to revise provisions regarding a sales and use tax rebate for certain developers of certain retail complexes.	out-of-gate:not-divided	
